CODERIVOLI;LIBELLEVOIE;TYPEVOIE;LIBELLESEUL;CODEQUARTIER;LIBELLEQUARTIER;NOMQUARTIER;COTE;DEBUT;FIN;CODEPOSTAL
7300;RUE PIERRE LOTI;RUE;PIERRE LOTI;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7300;RUE PIERRE LOTI;RUE;PIERRE LOTI;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7301;RUE PIERRE LOTI;RUE;PIERRE LOTI;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7301;RUE PIERRE LOTI;RUE;PIERRE LOTI;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7305;IMPASSE PIERRE MELIN;IMPASSE;PIERRE MELIN;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
7305;IMPASSE PIERRE MELIN;IMPASSE;PIERRE MELIN;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
7310;RUE PIERRE NOGUEY;RUE;PIERRE NOGUEY;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7310;RUE PIERRE NOGUEY;RUE;PIERRE NOGUEY;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7315;RUE PIERRE PARIS;RUE;PIERRE PARIS;07;Quartier 7;Bastide;Impair;0001;9999;33100
7315;RUE PIERRE PARIS;RUE;PIERRE PARIS;07;Quartier 7;Bastide;Pair;0002;9998;33100
7316;IMPASSE PIERRE-PAUL COURAU;IMPASSE;PIERRE-PAUL COURAU;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7316;IMPASSE PIERRE-PAUL COURAU;IMPASSE;PIERRE-PAUL COURAU;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7320;PLACE PIERRE RENAUDEL;PLACE;PIERRE RENAUDEL;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7320;PLACE PIERRE RENAUDEL;PLACE;PIERRE RENAUDEL;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7325;RUE PIERRE TREBOD;RUE;PIERRE TRÉBOD;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7325;RUE PIERRE TREBOD;RUE;PIERRE TRÉBOD;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7330;RUE PILET;RUE;PILET;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
7330;RUE PILET;RUE;PILET;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
7335;RUE DES PILIERS DE TUTELLE;RUE;DES PILIERS DE TUTELLE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7335;RUE DES PILIERS DE TUTELLE;RUE;DES PILIERS DE TUTELLE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7340;RUE DE PINEAU;RUE;DE PINEAU;07;Quartier 7;Bastide;Pair;0002;9998;33100
7340;RUE DE PINEAU;RUE;DE PINEAU;07;Quartier 7;Bastide;Impair;0001;9999;33100
7345;ALLEE DES PINS;ALLÉE;DES PINS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
7345;ALLEE DES PINS;ALLÉE;DES PINS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
7350;RUE DES PINS FRANCS;RUE;DES PINS FRANCS;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7350;RUE DES PINS FRANCS;RUE;DES PINS FRANCS;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7355;RUE PLANTEROSE;RUE;PLANTEROSE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7355;RUE PLANTEROSE;RUE;PLANTEROSE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7358;RUE DES PLANTES;RUE;DES PLANTES;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7358;RUE DES PLANTES;RUE;DES PLANTES;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7365;RUE DE PLANTEVIGNE;RUE;DE PLANTEVIGNE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7365;RUE DE PLANTEVIGNE;RUE;DE PLANTEVIGNE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7370;RUE DE LA PLATEFORME;RUE;DE LA PLATEFORME;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7370;RUE DE LA PLATEFORME;RUE;DE LA PLATEFORME;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7375;RUE DES POILUS 1914 - 1918;RUE;DES POILUS 1914 - 1918;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
7375;RUE DES POILUS 1914 - 1918;RUE;DES POILUS 1914 - 1918;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
7380;RUE POISSONNIER;RUE;POISSONNIER;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7380;RUE POISSONNIER;RUE;POISSONNIER;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7385;RUE POITEVIN;RUE;POITEVIN;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7385;RUE POITEVIN;RUE;POITEVIN;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7390;IMPASSE POITEVINE;IMPASSE;POITEVINE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7390;IMPASSE POITEVINE;IMPASSE;POITEVINE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7394;CHEMIN POMEROL;CHEMIN;POMEROL;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
7394;CHEMIN POMEROL;CHEMIN;POMEROL;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
7395;IMPASSE POMME D'OR;IMPASSE;POMME D'OR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7395;IMPASSE POMME D'OR;IMPASSE;POMME D'OR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7400;RUE POMME D'OR;RUE;POMME D'OR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;0028;33000
7400;RUE POMME D'OR;RUE;POMME D'OR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0037;9999;33300
7400;RUE POMME D'OR;RUE;POMME D'OR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0030;9998;33300
7400;RUE POMME D'OR;RUE;POMME D'OR;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;0035;33000
7415;RUE DU PONT DE LA MOUSQUE;RUE;DU PONT DE LA MOUSQUE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7415;RUE DU PONT DE LA MOUSQUE;RUE;DU PONT DE LA MOUSQUE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7420;PONT DU GUIT;PONT;DU GUIT;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7420;PONT DU GUIT;PONT;DU GUIT;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7432;ALLEE DU PARIS-ORLEANS;ALLÉE;DU PARIS-ORLÉANS;07;Quartier 7;Bastide;Impair;0001;9999;33100
7432;ALLEE DU PARIS-ORLEANS;ALLÉE;DU PARIS-ORLÉANS;07;Quartier 7;Bastide;Pair;0002;9998;33100
7435;RUE DES PONTETS;RUE;DES PONTETS;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
7435;RUE DES PONTETS;RUE;DES PONTETS;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
7440;RUE PONTHELIER;RUE;PONTHELIER;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
7440;RUE PONTHELIER;RUE;PONTHELIER;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
7445;RUE POQUELIN MOLIERE;RUE;POQUELIN MOLIÈRE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7445;RUE POQUELIN MOLIERE;RUE;POQUELIN MOLIÈRE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7450;RUE DU PORT;RUE;DU PORT;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7450;RUE DU PORT;RUE;DU PORT;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7455;RUE DU PORTAIL;RUE;DU PORTAIL;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7455;RUE DU PORTAIL;RUE;DU PORTAIL;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7460;COURS PORTAL;COURS;PORTAL;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
7460;COURS PORTAL;COURS;PORTAL;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
7465;RUE DE LA PORTE BASSE;RUE;DE LA PORTE BASSE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7465;RUE DE LA PORTE BASSE;RUE;DE LA PORTE BASSE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7470;RUE PORTE DE CAILHAU;RUE;PORTE DE CAILHAU;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7470;RUE PORTE DE CAILHAU;RUE;PORTE DE CAILHAU;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7475;RUE PORTE DES PORTANETS;RUE;PORTE DES PORTANETS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7475;RUE PORTE DES PORTANETS;RUE;PORTE DES PORTANETS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7480;RUE PORTE DIJEAUX;RUE;PORTE DIJEAUX;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7480;RUE PORTE DIJEAUX;RUE;PORTE DIJEAUX;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7485;RUE PORTE DE LA MONNAIE;RUE;PORTE DE LA MONNAIE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7485;RUE PORTE DE LA MONNAIE;RUE;PORTE DE LA MONNAIE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7490;RUE PORTE SAINT JEAN;RUE;PORTE SAINT JEAN;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7490;RUE PORTE SAINT JEAN;RUE;PORTE SAINT JEAN;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7493;RUE PORTE DE CAUDERAN;RUE;PORTE DE CAUDÉRAN;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7493;RUE PORTE DE CAUDERAN;RUE;PORTE DE CAUDÉRAN;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7495;RUE POUDENSAN;RUE;POUDENSAN;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7495;RUE POUDENSAN;RUE;POUDENSAN;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7500;RUE POUJEAU;RUE;POUJEAU;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7500;RUE POUJEAU;RUE;POUJEAU;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7505;RUE POURMANN;RUE;POURMANN;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7505;RUE POURMANN;RUE;POURMANN;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7510;IMPASSE POYENNE;IMPASSE;POYENNE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7510;IMPASSE POYENNE;IMPASSE;POYENNE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7515;RUE POYENNE;RUE;POYENNE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7515;RUE POYENNE;RUE;POYENNE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7520;PLACE DU PRADEAU;PLACE;DU PRADEAU;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7520;PLACE DU PRADEAU;PLACE;DU PRADEAU;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7525;IMPASSE DE LA PRAIRIE;IMPASSE;DE LA PRAIRIE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7525;IMPASSE DE LA PRAIRIE;IMPASSE;DE LA PRAIRIE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7530;IMPASSE DE LA PRECEINTE;IMPASSE;DE LA PRÉCEINTE;07;Quartier 7;Bastide;Pair;0002;9998;33100
7530;IMPASSE DE LA PRECEINTE;IMPASSE;DE LA PRÉCEINTE;07;Quartier 7;Bastide;Impair;0001;9999;33100
7535;RUE DE PREIGNAC;RUE;DE PREIGNAC;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
7535;RUE DE PREIGNAC;RUE;DE PREIGNAC;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
7545;RUE PREMEYNARD;RUE;PRÉMEYNARD;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7545;RUE PREMEYNARD;RUE;PRÉMEYNARD;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7550;AVENUE DE LA PRESERVATION;AVENUE;DE LA PRÉSERVATION;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
7550;AVENUE DE LA PRESERVATION;AVENUE;DE LA PRÉSERVATION;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
7555;RUE DU PRESIDENT RENE COTY;RUE;DU PRÉSIDENT RENÉ COTY;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7555;RUE DU PRESIDENT RENE COTY;RUE;DU PRÉSIDENT RENÉ COTY;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7560;BOULEVARD DU PRESIDENT FRANKLIN ROOSEVELT;BOULEVARD;DU PRÉSIDENT FRANKLIN ROOSEVELT;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
7560;BOULEVARD DU PRESIDENT FRANKLIN ROOSEVELT;BOULEVARD;DU PRÉSIDENT FRANKLIN ROOSEVELT;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
7566;BOULEVARD DU PRESIDENT WILSON;BOULEVARD;DU PRÉSIDENT WILSON;03;Quartier 3;Centre-ville;Pair;0006;0406;33000
7566;BOULEVARD DU PRESIDENT WILSON;BOULEVARD;DU PRÉSIDENT WILSON;08;Quartier 8;Caudéran;Impair;0001;0381;33200
7570;RUE PREVILLE;RUE;PRÉVILLE;07;Quartier 7;Bastide;Pair;0002;9998;33100
7570;RUE PREVILLE;RUE;PRÉVILLE;07;Quartier 7;Bastide;Impair;0001;9999;33100
7575;RUE DE LA PREVOTE;RUE;DE LA PRÉVÔTÉ;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7575;RUE DE LA PREVOTE;RUE;DE LA PRÉVÔTÉ;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7580;RUE PRIVAT;RUE;PRIVAT;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
7580;RUE PRIVAT;RUE;PRIVAT;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
7583;RUE DU PROFESSEUR ANDRE LAVIGNOLLE;RUE;DU PROFESSEUR ANDRÉ LAVIGNOLLE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7583;RUE DU PROFESSEUR ANDRE LAVIGNOLLE;RUE;DU PROFESSEUR ANDRÉ LAVIGNOLLE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7584;RUE DU PROFESSEUR ANDRE LAMBINET;RUE;DU PROFESSEUR ANDRÉ LAMBINET;07;Quartier 7;Bastide;Pair;0002;9998;33100
7584;RUE DU PROFESSEUR ANDRE LAMBINET;RUE;DU PROFESSEUR ANDRÉ LAMBINET;07;Quartier 7;Bastide;Impair;0001;9999;33100
7585;RUE DU PROFESSEUR BENZACAR;RUE;DU PROFESSEUR BENZACAR;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
7585;RUE DU PROFESSEUR BENZACAR;RUE;DU PROFESSEUR BENZACAR;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
7590;RUE DU PROFESSEUR BERGONIE;RUE;DU PROFESSEUR BERGONIÉ;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
7590;RUE DU PROFESSEUR BERGONIE;RUE;DU PROFESSEUR BERGONIÉ;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
7593;RUE DU PROFESSEUR CALMETTE;RUE;DU PROFESSEUR CALMETTE;07;Quartier 7;Bastide;Impair;0001;9999;33100
7593;RUE DU PROFESSEUR CALMETTE;RUE;DU PROFESSEUR CALMETTE;07;Quartier 7;Bastide;Pair;0002;9998;33100
7595;RUE DU PROFESSEUR CHAVANNAZ;RUE;DU PROFESSEUR CHAVANNAZ;07;Quartier 7;Bastide;Pair;0002;9998;33100
7595;RUE DU PROFESSEUR CHAVANNAZ;RUE;DU PROFESSEUR CHAVANNAZ;07;Quartier 7;Bastide;Impair;0001;9999;33100
7600;RUE DU PROFESSEUR DAGUIN;RUE;DU PROFESSEUR DAGUIN;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7600;RUE DU PROFESSEUR DAGUIN;RUE;DU PROFESSEUR DAGUIN;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7602;RUE PROFESSEUR DARGET;RUE;PROFESSEUR DARGET;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7602;RUE PROFESSEUR DARGET;RUE;PROFESSEUR DARGET;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7604;RUE DU PROFESSEUR DELMAS MARSALET;RUE;DU PROFESSEUR DELMAS MARSALET;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7604;RUE DU PROFESSEUR DELMAS MARSALET;RUE;DU PROFESSEUR DELMAS MARSALET;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7605;RUE DU PROFESSEUR DEMONS;RUE;DU PROFESSEUR DEMONS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
7605;RUE DU PROFESSEUR DEMONS;RUE;DU PROFESSEUR DEMONS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
7610;RUE DU PROFESSEUR DENIGES;RUE;DU PROFESSEUR DENIGES;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7610;RUE DU PROFESSEUR DENIGES;RUE;DU PROFESSEUR DENIGES;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7615;RUE DU PROFESSEUR DEVAUX;RUE;DU PROFESSEUR DEVAUX;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7615;RUE DU PROFESSEUR DEVAUX;RUE;DU PROFESSEUR DEVAUX;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7618;RUE DU PROFESSEUR GEORGES JEANNENEY;RUE;DU PROFESSEUR GEORGES JEANNENEY;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7618;RUE DU PROFESSEUR GEORGES JEANNENEY;RUE;DU PROFESSEUR GEORGES JEANNENEY;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7620;RUE DU PROFESSEUR LANNELONGUE;RUE;DU PROFESSEUR LANNELONGUE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7620;RUE DU PROFESSEUR LANNELONGUE;RUE;DU PROFESSEUR LANNELONGUE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7623;RUE PROFESSEUR MOREAU;RUE;PROFESSEUR MOREAU;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7623;RUE PROFESSEUR MOREAU;RUE;PROFESSEUR MOREAU;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7629;IMPASSE DU PROFESSEUR PACHON;IMPASSE;DU PROFESSEUR PACHON;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7629;IMPASSE DU PROFESSEUR PACHON;IMPASSE;DU PROFESSEUR PACHON;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7630;RUE DU PROFESSEUR PACHON;RUE;DU PROFESSEUR PACHON;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7630;RUE DU PROFESSEUR PACHON;RUE;DU PROFESSEUR PACHON;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7633;RUE DU PROFESSEUR PIERRE DANGEARD;RUE;DU PROFESSEUR PIERRE DANGEARD;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7633;RUE DU PROFESSEUR PIERRE DANGEARD;RUE;DU PROFESSEUR PIERRE DANGEARD;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7635;RUE DU PROFESSEUR PRINCETEAU;RUE;DU PROFESSEUR PRINCETEAU;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
7635;RUE DU PROFESSEUR PRINCETEAU;RUE;DU PROFESSEUR PRINCETEAU;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
7640;RUE DU PROFESSEUR RECHOU;RUE;DU PROFESSEUR RÉCHOU;07;Quartier 7;Bastide;Impair;0001;9999;33100
7640;RUE DU PROFESSEUR RECHOU;RUE;DU PROFESSEUR RÉCHOU;07;Quartier 7;Bastide;Pair;0002;9998;33100
7642;RUE DU PROFESSEUR RENE CRUCHET;RUE;DU PROFESSEUR RENÉ CRUCHET;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7642;RUE DU PROFESSEUR RENE CRUCHET;RUE;DU PROFESSEUR RENÉ CRUCHET;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7645;RUE DU PROFESSEUR SABRAZES;RUE;DU PROFESSEUR SABRAZES;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7645;RUE DU PROFESSEUR SABRAZES;RUE;DU PROFESSEUR SABRAZES;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7647;RUE DU PROFESSEUR THIMOTHEE PIECHAUD;RUE;DU PROFESSEUR THIMOTHÉE PIÉCHAUD;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
7647;RUE DU PROFESSEUR THIMOTHEE PIECHAUD;RUE;DU PROFESSEUR THIMOTHÉE PIÉCHAUD;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
7648;ESPLANADE DU PROFESSEUR TOURNESOL;ESPLANADE;DU PROFESSEUR TOURNESOL;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7648;ESPLANADE DU PROFESSEUR TOURNESOL;ESPLANADE;DU PROFESSEUR TOURNESOL;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7650;RUE DU PROFESSEUR VEZES;RUE;DU PROFESSEUR VÉZES;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7650;RUE DU PROFESSEUR VEZES;RUE;DU PROFESSEUR VÉZES;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7655;RUE DU PROFESSEUR VILLEMIN;RUE;DU PROFESSEUR VILLEMIN;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7655;RUE DU PROFESSEUR VILLEMIN;RUE;DU PROFESSEUR VILLEMIN;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7660;RUE DU PROFESSEUR VINCENT;RUE;DU PROFESSEUR VINCENT;07;Quartier 7;Bastide;Impair;0001;9999;33100
7660;RUE DU PROFESSEUR VINCENT;RUE;DU PROFESSEUR VINCENT;07;Quartier 7;Bastide;Pair;0002;9998;33100
7665;RUE PROMIS;RUE;PROMIS;07;Quartier 7;Bastide;Pair;0002;9998;33100
7665;RUE PROMIS;RUE;PROMIS;07;Quartier 7;Bastide;Impair;0001;9999;33100
7670;RUE PROSPER;RUE;PROSPER;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
7670;RUE PROSPER;RUE;PROSPER;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
7675;RUE PRUNIER;RUE;PRUNIER;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
7675;RUE PRUNIER;RUE;PRUNIER;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
7680;PASSAGE DU PUITS;PASSAGE;DU PUITS;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7680;PASSAGE DU PUITS;PASSAGE;DU PUITS;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7685;RUE DU PUITS DESCAZEAUX;RUE;DU PUITS DESCAZEAUX;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7685;RUE DU PUITS DESCAZEAUX;RUE;DU PUITS DESCAZEAUX;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7690;RUE DU PUITS DESCUJOLS;RUE;DU PUITS DESCUJOLS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7690;RUE DU PUITS DESCUJOLS;RUE;DU PUITS DESCUJOLS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7695;PLACE PUY PAULIN;PLACE;PUY PAULIN;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7695;PLACE PUY PAULIN;PLACE;PUY PAULIN;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7700;RUE PUYSEGUR;RUE;PUYSÉGUR;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
7700;RUE PUYSEGUR;RUE;PUYSÉGUR;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
7705;RUE DU QUAI BOURGEOIS;RUE;DU QUAI BOURGEOIS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
7705;RUE DU QUAI BOURGEOIS;RUE;DU QUAI BOURGEOIS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
7708;AVENUE DES QUARANTE JOURNAUX;AVENUE;DES QUARANTE JOURNAUX;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7708;AVENUE DES QUARANTE JOURNAUX;AVENUE;DES QUARANTE JOURNAUX;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7710;PLACE DU XIV JUILLET;PLACE;DU XIV JUILLET;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7710;PLACE DU XIV JUILLET;PLACE;DU XIV JUILLET;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7712;ROND POINT DE LA BELLE PROVINCE;ROND POINT;DE LA BELLE PROVINCE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
7712;ROND POINT DE LA BELLE PROVINCE;ROND POINT;DE LA BELLE PROVINCE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
7714;ALLEE QUEYRET;ALLÉE;QUEYRET;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7714;ALLEE QUEYRET;ALLÉE;QUEYRET;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7715;RUE DE QUEYRET;RUE;DE QUEYRET;08;Quartier 8;Caudéran;Pair;0002;9998;33200
7715;RUE DE QUEYRET;RUE;DE QUEYRET;08;Quartier 8;Caudéran;Impair;0001;9999;33200
7720;QUAI DE QUEYRIES;QUAI;DE QUEYRIES;07;Quartier 7;Bastide;Impair;0001;9999;33100
7720;QUAI DE QUEYRIES;QUAI;DE QUEYRIES;07;Quartier 7;Bastide;Pair;0002;9998;33100
7725;RUE DE QUEYRIES;RUE;DE QUEYRIES;07;Quartier 7;Bastide;Impair;0001;9999;33100
