CODERIVOLI;LIBELLEVOIE;TYPEVOIE;LIBELLESEUL;CODEQUARTIER;LIBELLEQUARTIER;NOMQUARTIER;COTE;DEBUT;FIN;CODEPOSTAL
1475;RUE CANIHAC;RUE;CANIHAC;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
1475;RUE CANIHAC;RUE;CANIHAC;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
1480;RUE CANIS;RUE;CANIS;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
1480;RUE CANIS;RUE;CANIS;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
1485;RUE DE CANOLLE;RUE;DE CANOLLE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1485;RUE DE CANOLLE;RUE;DE CANOLLE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1490;PASSAGE CANTECRIC;PASSAGE;CANTECRIC;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33000
1490;PASSAGE CANTECRIC;PASSAGE;CANTECRIC;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33000
1495;PLACE CANTELOUP;PLACE;CANTELOUP;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1495;PLACE CANTELOUP;PLACE;CANTELOUP;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1500;RUE CANTEMERLE;RUE;CANTEMERLE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
1500;RUE CANTEMERLE;RUE;CANTEMERLE;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
1505;RUE CANTENAC;RUE;CANTENAC;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1505;RUE CANTENAC;RUE;CANTENAC;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1510;RUE CAPDEVILLE;RUE;CAPDEVILLE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1510;RUE CAPDEVILLE;RUE;CAPDEVILLE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1515;RUE DE LA CAPE;RUE;DE LA CAPE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1515;RUE DE LA CAPE;RUE;DE LA CAPE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1520;RUE DES CAPERANS;RUE;DES CAPÉRANS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1520;RUE DES CAPERANS;RUE;DES CAPÉRANS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1526;RUE DE CAPEYRON;RUE;DE CAPEYRON;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1526;RUE DE CAPEYRON;RUE;DE CAPEYRON;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1528;PLACE DU CAPITAINE DUTERTRE;PLACE;DU CAPITAINE DUTERTRE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1528;PLACE DU CAPITAINE DUTERTRE;PLACE;DU CAPITAINE DUTERTRE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1530;RUE DU CAPITAINE FERRAND;RUE;DU CAPITAINE FERRAND;07;Quartier 7;Bastide;Pair;0002;9998;33100
1530;RUE DU CAPITAINE FERRAND;RUE;DU CAPITAINE FERRAND;07;Quartier 7;Bastide;Impair;0001;9999;33100
1533;RUE CAPITAINE KLEBER DUPUY;RUE;CAPITAINE KLÉBER DUPUY;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
1533;RUE CAPITAINE KLEBER DUPUY;RUE;CAPITAINE KLÉBER DUPUY;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
1535;RUE DU CAPITAINE MADON;RUE;DU CAPITAINE MADON;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1535;RUE DU CAPITAINE MADON;RUE;DU CAPITAINE MADON;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1540;RUE DU CAPITAINE MONTAUBAN;RUE;DU CAPITAINE MONTAUBAN;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1540;RUE DU CAPITAINE MONTAUBAN;RUE;DU CAPITAINE MONTAUBAN;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1542;RUE CAPITAINE PH. KOENIGSWERTHER;RUE;CAPITAINE PH. KOENIGSWERTHER;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
1542;RUE CAPITAINE PH. KOENIGSWERTHER;RUE;CAPITAINE PH. KOENIGSWERTHER;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
1545;RUE DU CAPITAINE RAFFIN;RUE;DU CAPITAINE RAFFIN;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1545;RUE DU CAPITAINE RAFFIN;RUE;DU CAPITAINE RAFFIN;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1550;RUE DES CAPUCINES;RUE;DES CAPUCINES;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1550;RUE DES CAPUCINES;RUE;DES CAPUCINES;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1555;PLACE DES CAPUCINS;PLACE;DES CAPUCINS;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1555;PLACE DES CAPUCINS;PLACE;DES CAPUCINS;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1560;RUE CARBONNEAU;RUE;CARBONNEAU;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1560;RUE CARBONNEAU;RUE;CARBONNEAU;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1565;PLACE DU CARDINAL DONNET;PLACE;DU CARDINAL DONNET;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1565;PLACE DU CARDINAL DONNET;PLACE;DU CARDINAL DONNET;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1567;RUE DU CARDINAL FELTIN;RUE;DU CARDINAL FELTIN;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
1567;RUE DU CARDINAL FELTIN;RUE;DU CARDINAL FELTIN;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
1570;RUE CARDINAL LAVIGERIE;RUE;CARDINAL LAVIGERIE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1570;RUE CARDINAL LAVIGERIE;RUE;CARDINAL LAVIGERIE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1576;CITE CARDINAL LECOT;CITÉ;CARDINAL LECOT;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
1576;CITE CARDINAL LECOT;CITÉ;CARDINAL LECOT;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
1578;RUE CARDINAL RICHAUD;RUE;CARDINAL RICHAUD;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
1578;RUE CARDINAL RICHAUD;RUE;CARDINAL RICHAUD;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
1580;RUE DE CARDOZE;RUE;DE CARDOZE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1580;RUE DE CARDOZE;RUE;DE CARDOZE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1585;RUE CARLE VERNET;RUE;CARLE VERNET;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1585;RUE CARLE VERNET;RUE;CARLE VERNET;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1590;IMPASSE DES CARMES;IMPASSE;DES CARMES;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1590;IMPASSE DES CARMES;IMPASSE;DES CARMES;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1595;RUE DES CARMES;RUE;DES CARMES;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1595;RUE DES CARMES;RUE;DES CARMES;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1600;ALLEE CARMOUZE;ALLÉE;CARMOUZE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1600;ALLEE CARMOUZE;ALLÉE;CARMOUZE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1605;AVENUE CARNOT;AVENUE;CARNOT;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1605;AVENUE CARNOT;AVENUE;CARNOT;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1610;RUE CARPENTEYRE;RUE;CARPENTEYRE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1610;RUE CARPENTEYRE;RUE;CARPENTEYRE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1615;RUE DE CARROS;RUE;DE CARROS;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
1615;RUE DE CARROS;RUE;DE CARROS;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
1620;RUE DE CARRUADE;RUE;DE CARRUADE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1620;RUE DE CARRUADE;RUE;DE CARRUADE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1625;RUE CARTON;RUE;CARTON;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1625;RUE CARTON;RUE;CARTON;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1627;PLACE CASABLANCA;PLACE;CASABLANCA;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1627;PLACE CASABLANCA;PLACE;CASABLANCA;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1630;RUE CASSIGNARD;RUE;CASSIGNARD;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1630;RUE CASSIGNARD;RUE;CASSIGNARD;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1635;RUE CASSIGNOL;RUE;CASSIGNOL;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
1635;RUE CASSIGNOL;RUE;CASSIGNOL;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
1640;RUE CASTEJA;RUE;CASTÉJA;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1640;RUE CASTEJA;RUE;CASTÉJA;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1645;RUE CASTELMORON;RUE;CASTELMORON;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1645;RUE CASTELMORON;RUE;CASTELMORON;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1650;RUE CASTELNAU D'AUROS;RUE;CASTELNAU D'AUROS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1650;RUE CASTELNAU D'AUROS;RUE;CASTELNAU D'AUROS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1655;RUE CASTILLON;RUE;CASTILLON;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1655;RUE CASTILLON;RUE;CASTILLON;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1665;RUE CATROS;RUE;CATROS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
1665;RUE CATROS;RUE;CATROS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
1667;RUE CATROS GERAND;RUE;CATROS GÉRAND;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
1667;RUE CATROS GERAND;RUE;CATROS GÉRAND;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
1670;RUE CATULLE MENDES;RUE;CATULLE MENDÈS;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
1670;RUE CATULLE MENDES;RUE;CATULLE MENDÈS;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
1675;RUE DE CAUDERAN;RUE;DE CAUDÉRAN;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1675;RUE DE CAUDERAN;RUE;DE CAUDÉRAN;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1677;AVENUE DE CAUDERAN;AVENUE;DE CAUDÉRAN;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1677;AVENUE DE CAUDERAN;AVENUE;DE CAUDÉRAN;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1680;RUE DE CAUDERES;RUE;DE CAUDERÈS;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
1684;RUE DE CAULET;RUE;DE CAULET;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1684;RUE DE CAULET;RUE;DE CAULET;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1687;RUE CAUSSADE;RUE;CAUSSADE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1687;RUE CAUSSADE;RUE;CAUSSADE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1695;RUE CAUSSEROUGE;RUE;CAUSSEROUGE;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
1695;RUE CAUSSEROUGE;RUE;CAUSSEROUGE;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
1705;CITE CAZALET;CITÉ;CAZALET;07;Quartier 7;Bastide;Impair;0001;9999;33100
1705;CITE CAZALET;CITÉ;CAZALET;07;Quartier 7;Bastide;Pair;0002;9998;33100
1710;RUE CAZALIS;RUE;CAZALIS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
1710;RUE CAZALIS;RUE;CAZALIS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
1715;RUE CAZAUBON;RUE;CAZAUBON;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1715;RUE CAZAUBON;RUE;CAZAUBON;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1720;RUE CAZEAUX;RUE;CAZEAUX;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1720;RUE CAZEAUX;RUE;CAZEAUX;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1725;RUE CAZEMAJOR;RUE;CAZEMAJOR;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
1725;RUE CAZEMAJOR;RUE;CAZEMAJOR;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
1730;RUE CAZENAVE;RUE;CAZENAVE;07;Quartier 7;Bastide;Pair;0002;9998;33100
1730;RUE CAZENAVE;RUE;CAZENAVE;07;Quartier 7;Bastide;Impair;0001;9999;33100
1735;PLACE DES CEDRES;PLACE;DES CÈDRES;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1735;PLACE DES CEDRES;PLACE;DES CÈDRES;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1740;RUE DES CEDRES;RUE;DES CÈDRES;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1740;RUE DES CEDRES;RUE;DES CÈDRES;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1745;RUE CELLIER;RUE;CELLIER;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
1745;RUE CELLIER;RUE;CELLIER;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
1750;RUE DE CENAC;RUE;DE CÉNAC;07;Quartier 7;Bastide;Pair;0002;9998;33100
1750;RUE DE CENAC;RUE;DE CÉNAC;07;Quartier 7;Bastide;Impair;0001;9999;33100
1755;RUE DE CENON;RUE;DE CENON;07;Quartier 7;Bastide;Impair;0001;9999;33100
1755;RUE DE CENON;RUE;DE CENON;07;Quartier 7;Bastide;Pair;0002;9998;33100
1760;RUE DU 144EME REGIMENT D'INFANTERIE;RUE;DU 144EME RÉGIMENT D'INFANTERIE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1760;RUE DU 144EME REGIMENT D'INFANTERIE;RUE;DU 144EME RÉGIMENT D'INFANTERIE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1762;RUE DE CENTUJEAN;RUE;DE CENTUJEAN;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
1762;RUE DE CENTUJEAN;RUE;DE CENTUJEAN;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
1765;RUE CEREY;RUE;CÉREY;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1765;RUE CEREY;RUE;CÉREY;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1770;RUE DU CERF VOLANT;RUE;DU CERF VOLANT;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1770;RUE DU CERF VOLANT;RUE;DU CERF VOLANT;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1775;RUE DE CERONS;RUE;DE CÉRONS;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
1775;RUE DE CERONS;RUE;DE CÉRONS;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
1780;IMPASSE CESTAS;IMPASSE;CESTAS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1780;IMPASSE CESTAS;IMPASSE;CESTAS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1785;RUE DE CESTAS;RUE;DE CESTAS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1785;RUE DE CESTAS;RUE;DE CESTAS;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1786;IMPASSE CEZANNE;IMPASSE;CÉZANNE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
1786;IMPASSE CEZANNE;IMPASSE;CÉZANNE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
1790;RUE CHABRELY;RUE;CHABRELY;07;Quartier 7;Bastide;Impair;0001;9999;33100
1790;RUE CHABRELY;RUE;CHABRELY;07;Quartier 7;Bastide;Pair;0002;9998;33100
1795;RUE CHABRY;RUE;CHABRY;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
1795;RUE CHABRY;RUE;CHABRY;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
1800;RUE DU CHAI DES FARINES;RUE;DU CHAI DES FARINES;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
1800;RUE DU CHAI DES FARINES;RUE;DU CHAI DES FARINES;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
1805;RUE CHAIGNEAU;RUE;CHAIGNEAU;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
