GID,GENREV,LIBELLEV,DOMANIAL,CODERIV,MOTD,IDENT,NOMNG,NUMEROFR,NUMEROEU,RHFV_COMMU,CDATE,MDATE
2667,RUE,PAUL CEZANNE,4,1514W,CEZA,1190176,Rue Paul Cézanne ,,,19,19950125180600,20070118195000
2668,RUE,PAUL HUGUES,4,1520C,HUGU,1190177,Rue Paul Hugues ,,,19,19950125180600,20070118195000
2669,RUE,PAUL LAFARGUE,5,1530N,LAFF,1190178,Rue Paul Lafargue,,,19,19950125180600,20100705090628
2671,RUE,PAUL VALERY,5,1542B,VALE,1190181,Rue Paul Valéry ,,,19,19950125180600,20070118195000
2672,RUE,PAUL VERLAINE,4,1546F,VERL,1190182,Rue Paul Verlaine ,,,19,19950125180600,20070423165500
2674,AVE,DU PDT VINCENT AURIOL,4,1603T,AURI,1190184,Avenue du Pdt Vincent Auriol ,,,19,19950125180600,20070423165500
2675,RUE,PETRUS RUBENS,5,1551L,RUBE,1190185,Rue Petrus Rubens ,,,19,19950125180600,20070118195000
2676,CHEM,PICHELIEVRE,4,1556S,PICH,1190186,Chemin Pichelievre ,,,19,19950125180600,20070118195000
2678,AVE,PIERRE BROSSOLETTE,4,1566C,BROS,1190188,Avenue Pierre Brossolette ,,,19,19950125180600,20070423165500
2679,RUE,PIERRE CURIE,4,1571H,CURI,1190189,Rue Pierre Curie ,,,19,19950125180600,20070118195000
2680,AVE,PIERRE LOTI,4,1576N,LOTI,1190190,Avenue Pierre Loti ,,,19,19950125180600,20070423165500
2682,RUE,DES PLATANES,4,1593G,PLAT,1190193,Rue des Platanes ,,,19,19950125180600,20070118195000
2683,ALL,DU 1ER MAI,5,,MAI,1190194,Allée du 1er Mai ,,,19,19950125180600,20070118195000
2685,RUE,PROFESSEUR CALMETTE,4,1609Z,CALM,1190196,Rue Professeur Calmette ,,,19,19950125180600,20070423165500
2686,RUE,DU PROFESSEUR LANGEVIN,V,1614E,LANG,1190197,Rue du Professeur Langevin ,,,19,19950125180600,20070118195000
1770,AVE,LAFONTAINE,4,0469K,LAFO,0960064,Avenue Lafontaine ,,,3,19950125170800,20070423153800
1771,RUE,LAMARTINE,4,0272W,LAMA,0960065,Rue Lamartine ,,,3,19950125170800,20070118194500
1772,RUE,DE LA LANDE,4,0513H,LAND,0960066,Rue de la Lande ,,,3,19950125170800,20070118194500
1773,ALL,DE LA LANDOTTE,4,0516L,LAND,0960067,Allée de la Landotte ,,,3,19950125170800,20070118194500
1774,RUE,LAVOISIER,4,0521S,LAVO,0960068,Rue Lavoisier ,,,3,19950125170800,20070118194500
1775,RUE,LEO LAGRANGE,4,0527Y,LAGR,0960071,Rue Léo Lagrange ,,,3,19950125170800,20070423153800
1776,RUE,LEON BLUM,4,0531C,BLUM,0960072,Rue Léon Blum ,,,3,19950125170800,20070423153800
1777,RUE,DE LESCLIDE,4,0535G,LESC,0960073,Rue de Lesclide ,,,3,19950125170800,20070118194500
1779,RUE,LOUIS FOULCHER,4,0547V,FOUL,0960080,Rue Louis Foulcher ,,,3,19950125170800,20070118194500
1780,RUE,LOUIS ARAGON,4,0545T,ARAG,0960081,Rue Louis Aragon ,,,3,19950125170800,20070118194500
1781,RUE,DE LUCIE,4,0551Z,LUCI,0960082,Rue de Lucie ,,,3,19950125170800,20070118194500
1783,ALL,DE MALAGAR,4,0557F,MALA,0960084,Allée de Malagar ,,,3,19950125170800,20070118194500
1784,PCE,MARCEL PAGNOL,4,0560J,PAGN,0960085,Place Marcel Pagnol ,,,3,19950125170800,20070118194500
1785,RUE,DU MARECHAL BERNADOTTE,V,0565P,BERN,0960086,Rue du Maréchal Bernadotte ,,,3,19950125170800,20070118194500
1787,RUE,DU MARECHAL GALLIENI,4,0572X,GALL,0960088,Rue du Maréchal Gallieni ,,,3,19950125170800,20070118194500
1788,RUE,DU MARECHAL JUIN,4,0575A,JUIN,0960089,Rue du Maréchal Juin ,,,3,19950125170800,20070118194500
1790,RUE,MAURICE RAVEL,4,0582H,RAVE,0960091,Rue Maurice Ravel ,,,3,19950125170800,20070423153800
1791,RUE,DES MIMOSAS,4,0586M,MIMO,0960092,Rue des Mimosas ,,,3,19950125170800,20070118194500
1792,ALL,MIRABEAU,4,0591T,MIRA,0960093,Allée Mirabeau ,,,3,19950125170800,20070118194500
1793,RUE,MOLIERE,4,0595X,MOLI,0960094,Rue Molière ,,,3,19950125170800,20070118194500
1794,RUE,MONTAIGNE,4,0599B,MONT,0960095,Rue Montaigne ,,,3,19950125170800,20070423153800
2722,VOIE,NON DENOMMEE 2,4,,DENO,1190237,Voie Non denommée 2 ,,,19,19950125180600,20070118195000
2723,VOIE,NON DENOMMEE 3,4,,DENO,1190238,Voie Non denommée 3 ,,,19,19950125180600,20070118195000
2724,ALL,ODILON REDON,4,,REDO,1190240,Allée Odilon Redon ,,,19,19950125180600,20070118195000
2725,VOIE,NON DENOMMEE 6,5,,DENO,1190241,Voie Non denommée 6 ,,,19,19950125180600,20070118195000
2726,VOIE,NON DENOMMEE 8,5,,DENO,1190243,Voie Non denommée 8 ,,,19,19950125180600,20070118195000
2727,VOIE,NON DENOMMEE 10,5,,DENO,1190245,Voie Non denommée 10 ,,,19,19950125180600,20070118195000
2728,VOIE,NON DENOMMEE 12,5,,DENO,1190247,Voie Non denommée 12 ,,,19,19950125180600,20070118195000
2729,VOIE,NON DENOMMEE 13,5,,DENO,1190248,Voie Non denommée 13 ,,,19,19950125180600,20070118195000
2730,VOIE,NON DENOMMEE 15,5,,DENO,1190250,Voie Non denommée 15 ,,,19,19950125180600,20070118195000
2731,VOIE,NON DENOMMEE 16,5,,DENO,1190251,Voie Non denommée 16 ,,,19,19950125180600,20070118195000
2732,RUE,PAUL BERT,5,5011*,BERT,1190252,Rue Paul Bert ,,,19,19950125180600,20070118195000
2733,VOIE,NON DENOMMEE 18,5,,DENO,1190253,Voie Non denommée 18 ,,,19,19950125180600,20070118195000
2734,RUE,ALEXANDRE DUMAS,4,0036P,DUMA,1190254,Rue Alexandre Dumas ,,,19,19950125180600,20070122120300
2735,BRET,ENTRE DEUX MERS,4,5004*,MERS,1190255,Bretelle Entre Deux Mers ,,,19,19950125180600,20070118195000
2736,ALL,DE L'ESPERANTO,4,0462C,ESPE,1190256,Allée de l'Esperanto ,,,19,19950125180600,20070423165500
2737,ALL,ARAGON,4,0081N,ARAG,1190257,Allée Aragon ,,,19,19950125180600,20070423165600
2738,RUE,JACQUES RIVIERE,4,1208N,RIVI,1190258,Rue Jacques Rivière ,,,19,19950125180600,20070423165600
2739,SQ,GASTON CABANNES,7,5007*,CABA,1190261,Square Gaston Cabannes ,,,19,19950125180600,20070118195000
2740,CITE,BEAU SITE,4,,SITE,1190264,Cité Beau Site ,,,19,19950125180600,20070118195000
2741,BD,ANDRE RICARD,4,0075G,RICA,1190265,Boulevard André Ricard ,,,19,19950125180600,20070118195000
2742,VOIE,NON DENOMMEE 24,5,,DENO,1190266,Voie Non denommée 24 ,,,19,19950125180600,20070118195000
2743,RUE,RENE CASSIN,V,1655Z,CASS,1190267,Rue René Cassin ,,,19,19950125180600,20070118195000
2744,ALL,VICTOR BASCH,4,1763S,BASC,1190268,Allée Victor Basch ,,,19,19950125180600,20070423165600
2745,ALL,LUDOVIC TRARIEUX,4,1370P,TRAR,1190269,Allée Ludovic Trarieux ,,,19,19950125180600,20070423165600
2746,ALL,FERDINAND BUISSON,5,0469K,BUIS,1190270,Allée Ferdinand Buisson ,,,19,19950125180600,20070118195000
2747,ALL,GABRIEL PERI,5,0511F,PERI,1190271,Allée Gabriel Peri ,,,19,19950125180600,20070118195000
2748,ALL,PIERRE JOSEPH PROUDHON,5,1573K,PROU,1190272,Allée Pierre Joseph Proudhon ,,,19,19950125180600,20070423165600
2750,ALL,JEAN CHAPTAL,4,1213U,CHAP,1190274,Allée Jean Chaptal ,,,19,19950125180600,20070118195000
2751,RUE,HENRI DUNANT,4,5008*,DUNA,1190275,Rue Henri Dunant ,,,19,19950125180600,20070118195000
2752,RUE,ROMAIN ROLLAND,4,1697V,ROLL,1190277,Rue Romain Rolland ,,,19,19950125180600,20070423165600
2754,IMP,PELLETAN,6,0216K,PELL,1190279,Impasse Pelletan ,,,19,19950125180600,20070118195000
2755,RUE,PABLO NERUDA,4,1498D,NERU,1190280,Rue Pablo Neruda ,,,19,19950125180600,20090731093952
2757,RUE,DUMUNE,4,0402M,DUMU,1190282,Rue Dumune ,,,19,19950125180600,20070118195000
2758,PCE,DE BELLEVUE,4,0133V,BELL,1190283,Place de Bellevue ,,,19,19950125180600,20070118195000
2759,PCE,DEMI LUNE,7,5015*,LUNE,1190284,Place Demi Lune ,,,19,19950125180600,20070118195000
2760,PCE,DU 10 MAI 1981,7,0384T,MAI,1190285,Place du 10 Mai 1981 ,,,19,19950125180600,20070118195000
2762,VOIE,NON DENOMMEE 22,5,,DENO,1190289,Voie Non denommée 22 ,,,19,19950125180600,20070118195000
2763,RUE,LOUIS BLANC,4,0145H,BLAN,1190290,Rue Louis Blanc ,,,19,19950125180600,20070118195000
2764,RUE,CLAUDE DESCHAMP,5,0297Y,DESC,1190299,Rue Claude Deschamp ,,,19,19950125180600,20070118195000
2766,IMP,RAYMOND LAVIGNE,4,1647R,LAVI,1190301,Impasse Raymond Lavigne ,,,19,19950125180600,20130812100732
2767,RUE,JULES VALLES,4,1265A,VALL,1190303,Rue Jules Vallès,,,19,19950125180600,20100531091724
2768,RUE,PIERRE BEREGOVOY,4,5017*,BERE,1190306,Rue Pierre Beregovoy ,,,19,19950125180600,20070423165600
2770,PCE,BIR HAKEIM,5,,HAKE,1190308,Place Bir Hakeim ,,,19,19950125180600,20070118195000
2772,ACC,PERCEPTION,5,5014*,PERC,1190310,Accès Perception ,,,19,19950125180600,20070118195000
2774,RUE,DES ABEILLES,4,0003S,ABEI,1620001,Rue des Abeilles ,,,24,19950125182100,20070118195200
2775,RUE,DES ACACIAS,4,0001P,ACAC,1620002,Rue des Acacias ,,,24,19950125182100,20070118195200
2776,IMP,ALADIN MIQUEAU,4,0007W,MIQU,1620003,Impasse Aladin Miqueau ,,,24,19950125182100,20070423170300
2778,RUE,ALBERT MOURGUES,4,0010Z,MOUR,1620005,Rue Albert Mourgues ,,,24,19950125182100,20070118195200
2779,AVE,DES ALOUETTES,4,0013C,ALOU,1620006,Avenue des Alouettes ,,,24,19950125182100,20070423170300
2780,RUE,DES AMANDIERS,4,0015E,AMAN,1620007,Rue des Amandiers ,,,24,19950125182100,20070118195200
2782,RUE,ANDRE BLANC,4,0020K,BLAN,1620009,Rue André Blanc ,,,24,19950125182100,20070423170300
2783,PCE,ANDRE ET YVONNE BAUDON,4,0025R,BAUD,1620010,Place André Et Yvonne Baudon ,,,24,19950125182100,20070118195200
2785,RUE,ANDRE MESSAGER,4,0023N,MESS,1620012,Rue André Messager ,,,24,19950125182100,20070423170300
2786,RUE,D'AQUITAINE,4,0028U,AQUI,1620013,Rue d'Aquitaine ,,,24,19950125182100,20070423170300
2787,RUE,ARMAND GUIRAUD,4,0030W,GUIR,1620014,Rue Armand Guiraud ,,,24,19950125182100,20110621092224
2789,RUE,AUSONE,4,0034A,AUSO,1620016,Rue Ausone ,,,24,19950125182100,20070118195200
2790,RUE,DES AZALEES,4,0035B,AZAL,1620017,Rue des Azalées ,,,24,19950125182100,20070423170300
2791,RUE,DE BARDENNE,4,0040G,BARD,1620018,Rue de Bardenne ,,,24,19950125182100,20070423170300
2792,ALL,BEL AIR,4,0044L,BEL,1620019,Allée Bel Air ,,,24,19950125182100,20070118195200
2794,ALL,BEVERLEY,5,0048R,BEVE,1620021,Allée Beverley ,,,24,19950125182100,20070118195200
2795,RUE,DE LA BIBLANQUE,4,0050T,BIBL,1620022,Rue de la Biblanque ,,,24,19950125182100,20070423170300
2796,RUE,DE LA BISCUITERIE,6,0052V,BISC,1620023,Rue de la Biscuiterie ,,,24,19950125182100,20070118195200
2798,RUE,DU BLEU,6,0060D,BLEU,1620025,Rue du Bleu ,,,24,19950125182100,20070118195200
2799,ALL,DU BOIS GRAMOND,4,0066K,GRAM,1620026,Allée du Bois Gramond ,,,24,19950125182100,20070118195200
2800,RUE,DU BOIS GRAMOND,4,0065J,GRAM,1620027,Rue du Bois Gramond ,,,24,19950125182100,20070118195200
2802,IMP,DE BRUGES,5,0084E,BRUG,1620029,Impasse de Bruges ,,,24,19950125182100,20070118195200
2803,RUE,DE BRUGES,4,0085F,BRUG,1620030,Rue de Bruges ,,,24,19950125182100,20070118195200
2804,ALL,DE LA BUTTE,4,0088J,BUTT,1620031,Allée de la Butte ,,,24,19950125182100,20070118195200
2806,RUE,CAMILLE COROT,4,0095S,CORO,1620033,Rue Camille Corot ,,,24,19950125182100,20070118195200
2807,RUE,CAMILLE DURGEON,4,0100X,DURG,1620034,Rue Camille Durgeon ,,,24,19950125182100,20070118195200
2809,RUE,DE CANTELAUDE,4,0103A,CANT,1620036,Rue de Cantelaude ,,,24,19950125182100,20070118195200
2810,RUE,DU CANTER,4,0105C,CANT,1620037,Rue du Canter ,,,24,19950125182100,20070423170300
2811,RUE,DU CAP DE HAUT,4,0108F,HAUT,1620038,Rue du Cap de Haut ,,,24,19950125182100,20070423170300
2812,RUE,DU CAPITAINE GUIRAUD,4,0110H,GUIR,1620039,Rue du Capitaine Guiraud ,,,24,19950125182100,20070118195200
2814,RUE,DE CASTRILLON,5,0109G,CAST,1620041,Rue de Castrillon ,,,24,19950125182100,20080226110100
2815,ALL,DE LA CAUSETTE,4,0114M,CAUS,1620042,Allée de la Causette ,,,24,19950125182100,20070118195200
2817,ALL,DU CHAMP DE COURSES,4,0118S,COUR,1620044,Allée du Champ de Courses ,,,24,19950125182100,20070423170300
2818,RUE,DU CHAMP DE COURSES,4,0120U,COUR,1620045,Rue du Champ de Courses ,,,24,19950125182100,20070423170300
2819,ALL,DE LA CHAPELLE,4,0129D,CHAP,1620046,Allée de la Chapelle ,,,24,19950125182100,20070118195200
2820,RUE,DES CHARDONNERETS,4,0123X,CHAR,1620047,Rue des Chardonnerets ,,,24,19950125182100,20070118195200
2821,PCE,CHARLEROI,4,0125Z,CHAR,1620048,Place Charleroi ,,,24,19950125182100,20070118195200
2822,RUE,CHARLES GOUNOD,4,0121V,GOUN,1620049,Rue Charles Gounod ,,,24,19950125182100,20070423170300
2823,RUE,CHARLES LECOCQ,4,0119T,LECO,1620050,Rue Charles Lecocq ,,,24,19950125182100,20070423170300
2824,ALL,DU CHATEAU,5,0132G,CHAT,1620051,Allée du Château ,,,24,19950125182100,20070118195200
2825,RUE,DU CHENE,4,0130E,CHEN,1620052,Rue du Chene ,,,24,19950125182100,20070423170300
2826,IMP,DU CHEVAL BLANC,5,0131F,CHEV,1620053,Impasse du Cheval Blanc ,,,24,19950125182100,20070118195200
2827,IMP,DES CIGALES,4,0137M,CIGA,1620054,Impasse des Cigales ,,,24,19950125182100,20070118195200
2828,RUE,DE LA CLAIRIERE,4,0134J,CLAI,1620055,Rue de la Clairière ,,,24,19950125182100,20070118195200
2829,RUE,CLAUDE DEBUSSY,4,0136L,DEBU,1620056,Rue Claude Debussy ,,,24,19950125182100,20070118195200
2830,ALL,DE LA CLIDE,6,0138N,CLID,1620057,Allée de la Clide ,,,24,19950125182100,20070118195200
2831,RUE,DU COLLEGE TECHNIQUE,4,0135K,COLL,1620058,Rue du College Technique ,,,24,19950125182100,20070423170300
2832,IMP,DU COMMERCE,5,0139P,COMM,1620059,Impasse du Commerce ,,,24,19950125182100,20070118195200
2833,RUE,DU COUVENT,4,0140R,COUV,1620060,Rue du Couvent ,,,24,19950125182100,20070118195200
2834,PCE,DE LA CROIX DU VIGEAN,7,0145W,CROI,1620061,Place de la Croix du Vigean ,,,24,19950125182100,20070118195200
2835,AVE,DE LA CROIX DU GOLF,4,0146X,CROI,1620062,Avenue de la Croix du Golf ,,,24,19950125182100,20070118195200
2836,IMP,DANIEL DANET,5,0149A,DANE,1620063,Impasse Daniel Danet ,,,24,19950125182100,20070118195200
2837,RUE,DANIEL DANET,4,0150B,DANE,1620064,Rue Daniel Danet ,,,24,19950125182100,20070423170300
2838,RUE,DANIEL SIBASSIE,4,0155G,SIBA,1620065,Rue Daniel Sibassie ,,,24,19950125182100,20070118195200
2839,RUE,DU DEES,4,0158K,DEES,1620066,Rue du Dees ,,,24,19950125182100,20070516092000
2840,AVE,DU DERBY,4,0157J,DERB,1620067,Avenue du Derby ,,,24,19950125182100,20070423170300
2841,ALL,DE DIANE,4,0160M,DIAN,1620068,Allée de Diane ,,,24,19950125182100,20070118195200
2842,RUE,DU DOCTEUR BARRIERE,4,0165T,BARR,1620069,Rue du Docteur Barrière ,,,24,19950125182100,20070118195200
2843,IMP,DU DOCTEUR DAUREILLAN,5,0167V,DAUR,1620070,Impasse du Docteur Daureillan ,,,24,19950125182100,20070118195200
2844,RUE,DU DOCTEUR ROUX,5,0170Y,ROUX,1620071,Rue du Docteur Roux ,,,24,19950125182100,20070118195200
2845,RUE,DUBRANA,4,0175D,DUBR,1620072,Rue Dubrana ,,,24,19950125182100,20070118195200
2846,CHEM,DES ECOLES,6,0180J,ECOL,1620073,Chemin des Ecoles ,,,24,19950125182100,20070118195200
2847,ALL,EDMOND ABOUT,4,0181K,ABOU,1620074,Allée Edmond About ,,,24,19950125182100,20070423170300
2848,RUE,DES EGLANTIERS,4,0185P,EGLA,1620076,Rue des Eglantiers ,,,24,19950125182100,20070423170300
2849,RUE,DE L'EGLISE,4,0190V,EGLI,1620077,Rue de l'Eglise ,,,24,19950125182100,20070118195200
2850,RUE,EMILE ZOLA,4,0192X,ZOLA,1620078,Rue Emile Zola ,,,24,19950125182100,20070118195200
2851,RUE,EMMANUEL DURAND,4,0194Z,DURA,1620079,Rue Emmanuel Durand ,,,24,19950125182100,20070423170300
2852,RUE,EMMANUEL PARANTEAU,4,0195A,PARA,1620080,Rue Emmanuel Paranteau ,,,24,19950125182100,20070423170300
2853,RUE,ERIK SATIE,4,,SATI,1620082,Rue Erik Satie ,,,24,19950125182100,20070118195200
2854,RUE,DE L'ESTEY,6,0199E,ESTE,1620083,Rue de l'Estey ,,,24,19950125182100,20070118195200
2855,IMP,DES ETABLES,5,0197C,ETAB,1620084,Impasse des Etables ,,,24,19950125182100,20070118195200
2856,RUE,EUGENE DELACROIX,4,0198D,DELA,1620085,Rue Eugène Delacroix ,,,24,19950125182100,20070118195200
2857,RUE,D'EYSINES,4,0200F,EYSI,1620086,Rue d'Eysines ,,,24,19950125182100,20070118195200
2858,RUE,DES FLEURS,4,0203J,FLEU,1620087,Rue des Fleurs ,,,24,19950125182100,20070118195200
2860,ALL,DU FOURRAT,6,0208P,FOUR,1620089,Allée du Fourrat ,,,24,19950125182100,20070423170300
2861,RUE,FRANCOIS MAURIAC,4,0213V,MAUR,1620090,Rue François Mauriac ,,,24,19950125182100,20070423170300
2862,RUE,FREDERIC MISTRAL,4,0207N,MIST,1620091,Rue Frédéric Mistral ,,,24,19950125182100,20070118195200
2864,PCE,GABRIEL,4,0217Z,GABR,1620093,Place Gabriel ,,,24,19950125182100,20070118195200
2865,RUE,GABRIEL FAURE,4,0216Y,FAUR,1620094,Rue Gabriel Faure ,,,24,19950125182100,20070423170300
2866,PCE,GABRIEL LAMBOLEY,7,0215X,LAMB,1620095,Place Gabriel Lamboley ,,,24,19950125182100,20070118195200
2868,RUE,GABRIEL SCHOOL,4,0225H,SCHO,1620097,Rue Gabriel School ,,,24,19950125182100,20070118195200
2869,RUE,DE LA GARE,5,0230N,GARE,1620098,Rue de la Gare ,,,24,19950125182100,20070118195200
2870,ALL,GARNIER,4,0231P,GARN,1620099,Allée Garnier ,,,24,19950125182100,20070118195200
2872,RUE,DE GASTEBOY,4,0235U,GAST,1620101,Rue de Gasteboy ,,,24,19950125182100,20070423170300
2873,RUE,GASTON SAUX,4,0240Z,SAUX,1620102,Rue Gaston Saux ,,,24,19950125182100,20070118195200
2874,PCE,DU GENERAL DE GAULLE,7,0248H,GAUL,1620103,Place du Général de Gaulle ,,,24,19950125182100,20070118195200
2876,RUE,GEORGES BRASSENS,4,0252M,BRAS,1620105,Rue Georges Brassens ,,,24,19950125182100,20070118195200
2877,RUE,GERARD PHILIPE,4,0251L,PHIL,1620106,Rue Gerard Philipe ,,,24,19950125182100,20070423170300
2879,CHEM,DES GLEYSES,6,0250K,GLEY,1620108,Chemin des Gleyses ,,,24,19950125182100,20070118195200
2880,RUE,DES GLYCINES,4,0255R,GLYC,1620109,Rue des Glycines ,,,24,19950125182100,20070423170300
2881,RUE,DE LA GRAVADE,5,0271H,GRAV,1620110,Rue de la Gravade ,,,24,19950125182100,20070423170300
2882,RUE,DES GRAVES,4,0272J,GRAV,1620111,Rue des Graves ,,,24,19950125182100,20070423170300
2884,IMP,DES GRILLONS,4,0277P,GRIL,1620113,Impasse des Grillons ,,,24,19950125182100,20070118195200
2885,RUE,GUSTAVE FLAUBERT,4,0279S,FLAU,1620114,Rue Gustave Flaubert ,,,24,19950125182100,20070423170300
2886,RUE,DE GUYENNE,4,0281U,GUYE,1620115,Rue de Guyenne ,,,24,19950125182100,20070118195200
2888,AVE,DU HAILLAN,4,0285Y,HAIL,1620117,Avenue du Haillan ,,,24,19950125182100,20080103110900
2889,RUE,DU HAUT MEDOC,4,0287A,MEDO,1620118,Rue du Haut Médoc ,,,24,19950125182100,20070423170300
2891,RUE,HECTOR DANET,4,0290D,DANE,1620120,Rue Hector Danet ,,,24,19950125182100,20070118195200
2892,RUE,HENRI STENDHAL,4,0291E,STEN,1620121,Rue Henri Stendhal ,,,24,19950125182100,20070118195200
2893,AVE,DE L'HIPPODROME,4,0295J,HIPP,1620122,Avenue de l'Hippodrome ,,,24,19950125182100,20070423170300
2895,RUE,DES HORIZONS BLEUS,4,0301R,HORI,1620124,Rue des Horizons Bleus ,,,24,19950125182100,20110809085828
2896,RUE,DE L'HOTEL DE VILLE,7,0300P,HOTE,1620125,Rue de l'Hotel de Ville ,,,24,19950125182100,20070118195200
2898,RUE,JACQUES PREVERT,5,0306W,PREV,1620127,Rue Jacques Prévert ,,,24,19950125182100,20070118195200
2899,RUE,DES JASMINS,4,0310A,JASM,1620128,Rue des Jasmins ,,,24,19950125182100,20070118195200
2900,RUE,JEAN JAURES,4,0322N,JAUR,1620129,Rue Jean Jaurès ,,,24,19950125182100,20070118195200
2901,IMP,JEAN LAHARY,5,0324R,LAHA,1620130,Impasse Jean Lahary ,,,24,19950125182100,20070118195200
2903,RUE,JEAN MACE,4,0328V,MACE,1620132,Rue Jean Mace ,,,24,19950125182100,20070118195200
2904,AVE,JEAN MERMOZ,4,0330X,MERM,1620133,Avenue Jean Mermoz ,,,24,19950125182100,20130812100732
2905,RUE,JEAN MOULIN,4,0331Y,MOUL,1620134,Rue Jean Moulin ,,,24,19950125182100,20070118195200
2907,RUE,JEAN TOUGNE,5,0332Z,TOUG,1620136,Rue Jean Tougne ,,,24,19950125182100,20070423170400
2908,RUE,JEAN-FRANCOIS MILLET,4,0323P,MILL,1620137,Rue Jean-François Millet ,,,24,19950125182100,20070423170400
2909,RUE,JEAN-PHILIPPE RAMEAU,4,0333A,RAME,1620138,Rue Jean-Philippe Rameau ,,,24,19950125182100,20070118195200
2911,ALL,JULES CHAMBRELENT,4,0336D,CHAM,1620140,Allée Jules Chambrelent ,,,24,19950125182100,20070423170400
2912,RUE,LABORDE,4,0355Z,LABO,1620141,Rue Laborde ,,,24,19950125182100,20070423170400
2914,ALL,LAMARTINE,4,0343L,LAMA,1620143,Allée Lamartine ,,,24,19950125182100,20070423170400
2915,RUE,DE LA LANDE BLANCHE,6,0340H,LAND,1620144,Rue de la Lande Blanche ,,,24,19950125182100,20070118195200
2916,CAM,DE LANGLET,6,0346P,LANG,1620145,Camin de Langlet ,,,24,19950125182100,20070118195200
2918,IMP,LARTIGUES,4,0354Y,LART,1620147,Impasse Lartigues ,,,24,19950125182100,20120321111936
2919,RUE,LE NOTRE,4,0436M,NOTR,1620148,Rue le Notre ,,,24,19950125182100,20070118195200
2920,RUE,LEO DELIBES,4,0361F,DELI,1620149,Rue Léo Delibes ,,,24,19950125182100,20070118195200
2922,IMP,LESCALE,5,0362G,LESC,1620151,Impasse Lescale ,,,24,19950125182100,20070423170400
2923,IMP,DES LIBELLULES,4,0363H,LIBE,1620152,Impasse des Libellules ,,,24,19950125182100,20070423170400
2925,IMP,DU LIEUTENANT VILLEMEUR,4,0366L,VILL,1620154,Impasse du Lieutenant Villemeur ,,,24,19950125182100,20070118195200
2926,RUE,DU LIEUTENANT VILLEMEUR,4,0365K,VILL,1620155,Rue du Lieutenant Villemeur ,,,24,19950125182100,20070118195200
2927,ALL,DU LIMANCET,4,0370R,LIMA,1620156,Allée du Limancet ,,,24,19950125182100,20070118195200
2928,CITE,DE LONDRES,5,0373U,LOND,1620164,Cité de Londres ,,,24,19950125182100,20070516112800
2929,RUE,DES LORIOTS,4,0376X,LORI,1620165,Rue des Loriots ,,,24,19950125182100,20070118195200
2930,ALL,LOUIS ARAGON,4,0377Y,ARAG,1620166,Allée Louis Aragon ,,,24,19950125182100,20100806090316
2931,RUE,LOUIS DAVID,4,0381C,DAVI,1620167,Rue Louis David ,,,24,19950125182100,20070118195200
2932,AVE,LOUIS GUILLOUX,4,0383E,GUIL,1620168,Avenue Louis Guilloux ,,,24,19950125182100,20070423170400
2933,RUE,LOUIS JOUVET,4,0384F,JOUV,1620169,Rue Louis Jouvet ,,,24,19950125182100,20070423170400
2934,RUE,LUCIEN PIET,4,0380B,PIET,1620170,Rue Lucien Piet ,,,24,19950125182100,20070423170400
2935,AVE,DE MAGUDAS,4,0391N,MAGU,1620171,Avenue de Magudas ,,,24,19950125182100,20070118195200
2936,IMP,DE LA MAISON HAUTE,5,0392P,MAIS,1620172,Impasse de la Maison Haute ,,,24,19950125182100,20070118195200
2937,RUE,DU MARAIS,4,0394S,MARA,1620173,Rue du Marais ,,,24,19950125182100,20070118195200
2938,RUE,DE LA MARNE,4,0395T,MARN,1620174,Rue de la Marne ,,,24,19950125182100,20070423170400
2939,RUE,MARTIN PORC,4,0400Y,PORC,1620175,Rue Martin Porc ,,,24,19950125182100,20070118195200
2940,ALL,MARYSE BASTIE,4,0406E,BAST,1620176,Allée Maryse Bastié ,,,24,19950125182100,20070423170400
2941,RUE,DU MAURAT,6,0404C,MAUR,1620177,Rue du Maurat ,,,24,19950125182100,20070118195200
2942,RUE,MAURICE RAVEL,4,0407F,RAVE,1620178,Rue Maurice Ravel ,,,24,19950125182100,20070423170400
2943,IMP,MAY DU MERLE,4,,MERL,1620179,Impasse May du Merle ,,,24,19950125182100,20070118195200
2944,AVE,DU MEDOC,4,0412L,MEDO,1620180,Avenue du Médoc ,,,24,19950125182100,20130812100732
2945,RUE,DES MESANGES,4,0413M,MESA,1620181,Rue des Mésanges ,,,24,19950125182100,20070118195200
2946,IMP,DES METIERS,5,0411K,METI,1620182,Impasse des Metiers ,,,24,19950125182100,20070118195200
2947,RUE,MICHEL,6,0414N,MICH,1620183,Rue Michel ,,,24,19950125182100,20070118195200
2948,RUE,MICHEL MONTAIGNE,4,0416R,MONT,1620184,Rue Michel Montaigne ,,,24,19950125182100,20070118195200
2949,RUE,DES MIMOSAS,4,0415P,MIMO,1620185,Rue des Mimosas ,,,24,19950125182100,20070118195200
2950,RUE,DU MONTALIEU,4,0420V,MONT,1620186,Rue du Montalieu ,,,24,19950125182100,20070423170400
2951,RUE,MONTESQUIEU,4,0419U,MONT,1620187,Rue Montesquieu ,,,24,19950125182100,20070118195200
