GID,GENREV,LIBELLEV,DOMANIAL,CODERIV,MOTD,IDENT,NOMNG,NUMEROFR,NUMEROEU,RHFV_COMMU,CDATE,MDATE
1150,RUE,DES TUILIERES,6,0960T,TUIL,0560211,Rue des Tuilières ,,,6,19950125164600,20070118194000
1154,RUE,DU VIVEY,4,0975J,VIVE,0560216,Rue du Vivey ,,,6,19950125164600,20070423154500
1158,CR,013,6,5017*,013,0560221,Chemin Rural 013 ,,,6,19950125164600,20070118194000
1161,CR,016,6,5020*,016,0560224,Chemin Rural 016 ,,,6,19950125164600,20070118194000
1164,CHEM,DU FOUR A CHAUX,4,,FOUR,0560228,Chemin du Four a Chaux ,,,6,19950125164600,20070118194000
1169,CR,032,6,5029*,032,0560233,Chemin Rural 032 ,,,6,19950125164600,20070118194000
1172,CR,035,6,5032*,035,0560236,Chemin Rural 035 ,,,6,19950125164600,20070118194000
1176,CR,039,6,5036*,039,0560240,Chemin Rural 039 ,,,6,19950125164600,20070118194000
1179,CR,044,6,5039*,044,0560243,Chemin Rural 044 ,,,6,19950125164600,20070118194000
1183,RUE,DE GAULAC,6,0323A,GAUL,0560247,Rue de Gaulac ,,,6,19950125164600,20070118194000
1187,CR,057,6,5046*,057,0560253,Chemin Rural 057 ,,,6,19950125164600,20070118194000
1191,CR,075,6,5051*,075,0560259,Chemin Rural 075 ,,,6,19950125164600,20070118194000
1236,CHEM,DE BROUSSE,4,0116L,BROU,0650012,Chemin de Brousse ,,,8,19950125165300,20070118194200
1239,CHEM,DU CANTON DE PIQUET,4,0093L,PIQU,0650015,Chemin du Canton de Piquet ,,,8,19950125165300,20070118194200
1244,AVE,DU COTEAU,4,0040D,COTE,0650020,Avenue du Coteau ,,,8,19950125165300,20070118194200
1247,AVE,DU DOMAINE DE SAURE,4,0058Y,SAUR,0650024,Avenue du Domaine de Saure ,,,8,19950125165300,20070423154600
1252,RUE,DE L'ESPLANADE,4,0070L,ESPL,0650030,Rue de l'Esplanade ,,,8,19950125165300,20070118194200
1256,SENT,DE L'HERMITAGE,4,5014*,HERM,0650034,Sentier de l'Hermitage ,,,8,19950125165300,20070118194200
1260,CHEM,DE MALUS,4,0075S,MALU,0650041,Chemin de Malus ,,,8,19950125165300,20070118194200
1263,CHEM,DE MELAC,4,0085C,MELA,0650045,Chemin de Melac ,,,8,19950125165300,20070118194200
1267,CHEM,DE PEYRON,4,0102W,PEYR,0650049,Chemin de Peyron ,,,8,19950125165300,20070118194200
1271,VOIE,RAPIDE BX LATRESNE,V,5024*,LATR,0650053,Voie Rapide Bx Latresne ,,,8,19950125165300,20070118194200
1275,CHEM,DU SENTIER DE LA COTE,4,5028*,COTE,0650058,Chemin du Sentier de la Côte ,,,8,19950125165300,20070118194200
1280,RUE,BORIS VIAN,4,0118N,VIAN,0650063,Rue Boris Vian ,,,8,19950125165300,20070118194200
1283,HAM,D'EPSOM VOIE 4,5,,EPSO,0650067,Hameau d'Epsom Voie 4 ,,,8,19950125165300,20070423154600
1286,RTE,DEPARTEMENTALE 936 E5,3,,936,0650070,Route Départementale 936 E5 ,,,8,19950125165300,20070118194200
1291,IMP,JACQUES BREL,4,0119P,BREL,0650076,,,,8,19950125165300,20140707084032
1294,CHEM,DE LA MATTE,4,0084B,MATT,0650079,Chemin de la Matte ,,,8,19950125165300,20070118194200
1297,ROC,RIVE DROITE,1,5004*,ROCA,0650082,Rocade Rive Droite ,,,8,19950125165300,20120604155204
1302,IMP,DE MELAC,0,,MELA,0650088,Impasse de Melac ,,,8,19950125165300,20070118194200
1353,RUE,DENFERT-ROCHEREAU,4,0490A,ROCH,0690052,Rue Denfert-Rochereau ,,,23,19950125165500,20070118194200
1358,RUE,EDOUARD BRANLY,4,0535Z,BRAN,0690057,Rue Edouard Branly ,,,23,19950125165500,20070423170100
1362,IMP,ERMITAGE,5,0575T,ERMI,0690062,Impasse Ermitage ,,,23,19950125165500,20070118194200
1366,RUE,FAIDHERBE,4,0600V,FAID,0690066,Rue Faidherbe ,,,23,19950125165500,20070423170100
1369,IMP,DE LA FERME,5,0615L,FERM,0690069,Impasse de la Ferme ,,,23,19950125165500,20070118194200
1373,RUE,GABRIEL GENESTE,4,0640N,GENE,0690073,Rue Gabriel Geneste ,,,23,19950125165500,20070423170100
1377,AVE,GAUTHIER LAGARDERE,4,0680G,LAGA,0690077,Avenue Gauthier Lagardere ,,,23,19950125165500,20070423170200
1381,RUE,GEORGES MANDEL,4,0720A,MAND,0690081,Rue Georges Mandel ,,,23,19950125165500,20070423170200
1385,BD,GODARD,4,0740X,GODA,0690085,Boulevard Godard ,,,23,19950125165500,20070423170200
1389,RUE,HENRI BARBUSSE,4,0770E,BARB,0690089,Rue Henri Barbusse ,,,23,19950125165500,20070423170200
1394,PCE,RAVEZIES,4,5009*,RAVE,0690095,Place Ravezies ,,,23,19950125165500,20070118194200
1397,RUE,JACQUES PREVERT,V,0834Z,PREV,0690098,Rue Jacques Prévert ,,,23,19950125165500,20070423170200
1401,RUE,JEAN MARTIAL,4,0860C,MART,0690103,Rue Jean Martial ,,,23,19950125165500,20070118194200
1405,RUE,JOSEPH PERES,4,0890K,PERE,0690107,Rue Joseph Peres ,,,23,19950125165500,20070118194200
1732,ALL,BRANLY,4,0335P,BRAN,0960019,Allée Branly ,,,3,19950125170800,20070118194500
586,RUE,TINO ROSSI,4,0641A,ROSS,0320155,Rue Tino Rossi ,,,20,19950125160400,20070330163000
589,RUE,HENRI BARBUSSE,4,0385X,BARB,0320158,Rue Henri Barbusse ,,,20,19950125160400,20130812100728
592,CHEM,PIETONS LOT LES COTEAUX 4,5,,COTE,0320161,Chemin Piétons Lot les Coteaux 4 ,,,20,19950125160400,20070118193600
594,CHEM,PIETONS LOT LES COTEAUX 6,5,,COTE,0320163,Chemin Piétons Lot les Coteaux 6 ,,,20,19950125160400,20070118193600
599,RUE,PIERRE MENDES FRANCE,4,0566U,MEND,0320172,Rue Pierre Mendès France ,,,20,19950125160400,20130812100728
603,CHEM,DU LAVOIR,6,5026*,LAVO,0320182,Chemin du Lavoir ,,,20,19950125160400,20070118193600
607,VOIE,CITE AMPERE,5,5023*,AMPE,0320189,Voie Cité Ampère ,,,20,19950125160400,20070118193600
610,IMP,MANON CORMIER,4,0484E,CORM,0320192,Impasse Manon Cormier ,,,20,19950125160400,20111222142044
614,RUE,ALBERT ET ELISABETH DUPEYRON,4,0060N,DUPE,0390001,Rue Albert et Elisabeth Dupeyron,,,12,19950125160600,20100211141404
619,RUE,ALBERT LAILHACAR,4,0043V,LAIL,0390006,Rue Albert Lailhacar ,,,12,19950125160600,20070118193700
623,AVE,ALEXIS CAPELLE,4,0090W,CAPE,0390010,Avenue Alexis Capelle ,,,12,19950125160600,20070118193700
627,RUE,AMBROISE CROIZAT,4,0120D,CROI,0390014,Rue Ambroise Croizat ,,,12,19950125160600,20070118193700
631,RUE,ANATOLE FRANCE,4,0160X,FRAN,0390018,Rue Anatole France ,,,12,19950125160600,20070423155400
635,RUE,ANDRE MUREINE,4,0200R,MURE,0390022,Rue André Mureine ,,,12,19950125160600,20070423155400
639,RUE,ARDOUIN,4,0220M,ARDO,0390026,Rue Ardouin ,,,12,19950125160600,20070118193700
642,RUE,BASILE DUBERTRAND,4,0270S,DUBE,0390029,Rue Basile Dubertrand ,,,12,19950125160600,20070423155400
648,RUE,BERTHELOT,4,0320W,BERT,0390035,Rue Berthelot ,,,12,19950125160600,20070423155400
699,RUE,EDMOND ROSTAND,4,0700J,ROST,0390087,Rue Edmond Rostand ,,,12,19950125160600,20070118193700
703,CHEM,DE L'EPARGNE,4,0740C,EPAR,0390093,Chemin de l'Epargne ,,,12,19950125160600,20070423155500
707,AVE,EUGENE DELACROIX,5,0785B,DELA,0390097,Avenue Eugène Delacroix ,,,12,19950125160600,20070118193700
711,RUE,FERNAND AUDEGUIL,4,0820P,AUDE,0390101,Rue Fernand Audeguil ,,,12,19950125160600,20070118193700
715,RUE,FRANCOIS DOUAUD,4,0870U,DOUA,0390105,Rue François Douaud ,,,12,19950125160600,20070423155500
719,RUE,GABRIEL PERI,4,0885K,PERI,0390109,Rue Gabriel Peri ,,,12,19950125160600,20070118193700
723,RUE,DU GENERAL CREMER,4,0930J,CREM,0390113,Rue du Général Cremer ,,,12,19950125160600,20070423155500
726,RUE,GEORGES CLEMENCEAU,4,0945A,CLEM,0390117,Rue Georges Clémenceau ,,,12,19950125160600,20070423155500
732,RUE,HECTOR BERLIOZ,4,1000K,BERL,0390123,Rue Hector Berlioz ,,,12,19950125160600,20070118193700
735,RUE,HIPPOLYTE TANDONNET,4,1020G,TAND,0390126,Rue Hippolyte Tandonnet ,,,12,19950125160600,20070423155500
739,RUE,JEAN DANCLA,4,1070L,DANC,0390130,Rue Jean Dancla ,,,12,19950125160600,20070118193700
742,RUE,JEAN FELLONNEAU,4,1100U,FELL,0390133,Rue Jean Fellonneau ,,,12,19950125160600,20070423155500
746,RUE,JEAN-BAPTISTE BAUDIN,4,1060A,BAUD,0390137,Rue Jean-Baptiste Baudin ,,,12,19950125160600,20070118193700
750,IMP,JOIGNANT,4,1160J,JOIG,0390141,Impasse Joignant ,,,12,19950125160600,20070118193700
754,IMP,JULES GUESDE,5,1185L,GUES,0390145,Impasse Jules Guesde ,,,12,19950125160600,20070118193700
758,RUE,KARL MARX,4,1216V,MARX,0390149,Rue Karl Marx ,,,12,19950125160600,20070118193700
798,AVE,DU MARECHAL LECLERC,4,1450Z,LECL,0390193,Avenue du Maréchal Leclerc ,,,12,19950125160600,20070118193700
10967,ALL,DU GOURDOU,6,0378X,GOUR,5190293,Allée du Gourdou,,,4,20100311154152,20130812100740
10968,RUE,AIME CESAIRE,0,0006Y,CESA,1670331,Rue Aimé Césaire,,,9,20100331133612,20130812100732
10969,RUE,MARTIN LUTHER KING,0,1103R,LUTH,1670332,Rue Martin Luther King,,,9,20100331133612,20130812100732
10970,RUE,PIERRE KALDOR,0,1274B,KALD,1670333,Rue Pierre Kaldor,,,9,20100331133612,20130812100732
10971,RUE,VICTOR SCHOELCHER,0,1454X,SCHO,1670334,Rue Victor Schoelcher,,,9,20100331133612,20130812100732
10972,RUE,SIMONE DE BEAUVOIR,0,1401P,BEAU,1670335,Rue Simone de Beauvoir,,,9,20100331133612,20130812100732
10973,RUE,COLUCHE,0,0658G,COLU,1670336,Rue Coluche,,,9,20100331133612,20130812100732
10974,ALL,LOUISE MICHEL,0,1075K,MICH,1670337,Allée Louise Michel,,,9,20100331133612,20130812100732
10975,RUE,GERMAINE TILLION,0,0834Y,TILL,1670338,Rue Germaine Tillion,,,9,20100331133612,20130812100732
10976,RUE,OLYMPE DE GOUGES,0,1204A,GOUG,1670339,Rue Olympe de Gouges,,,9,20100331133612,20130812100732
10977,RUE,JOAN MIRO,5,,MIRO,1670340,,,,9,20100331133612,20140528171516
10978,RUE,DIEGO VELASQUEZ,5,,VELA,1670341,,,,9,20100331133612,20140528171516
10979,RUE,FEDERICO GARCIA LORCA,5,,GARC,1670342,,,,9,20100331133612,20140528171520
10980,ALL,DES ARENES,0,0019M,AREN,1670343,Allée des Arenes,,,9,20100331133612,20130812100732
10981,ALL,FRANCISCO GOYA,5,,GOYA,1670344,,,,9,20100331133612,20140528171520
10982,RUE,MIGUEL DE CERVANTES,5,,CERV,1670345,,,,9,20100331133612,20140528171520
10983,RUE,LUIS BUNUEL,5,1077M,BUNU,1670346,,,,9,20100331133612,20140528171520
10984,RUE,LUIS MARIANO,5,1078N,MARI,1670347,,,,9,20100331133612,20140528171520
10360,RUE,ROSA PARKS,5,0279P,PARK,0130202,Rue Rosa Parks ,,,28,20061030085700,20130812100728
10361,RUE,ROSALIND FRANKLIN,5,0349R,FRAN,0130203,Rue Rosalind Franklin ,,,28,20061030085700,20130812100728
10362,IMP,CLOS DES CAVAILLES,5,,CAVA,1190342,Impasse Clos des Cavailles ,,,19,20061030085700,20070118220300
10363,RUE,FERNAND PATINET,5,0473P,PATI,1190343,Rue Fernand Patinet ,,,19,20061030085700,20130812100732
10364,RUE,FRANÇOIS CERE,5,0489G,CERE,1190344,Rue François Cere ,,,19,20061030085700,20130812100732
10365,RUE,PIERRE MENDES-FRANCE,5,1585Y,MEND,1190345,Rue Pierre Mendes-France ,,,19,20061030085700,20130812100732
10366,RUE,CLOS DE L'OMBRIERE,5,,OMBR,1670309,Rue Clos de l'Ombrière ,,,9,20061030085700,20070605100300
10367,AVE,DE LA MISSION HAUT BRION,4,,MISS,5220484,Avenue de la Mission Haut Brion ,,,21,20080130112000,20081028101036
10368,RUE,BERNARD DE JUSSIEU,5,0314P,JUSS,0390421,Rue Bernard de Jussieu ,,,12,20061128090500,20130812100728
10369,RUE,JEANNE BARRET,5,1152A,BARR,0390422,Rue Jeanne Barret ,,,12,20061128090500,20130812100728
10370,RUE,ANDRE GONNAY,5,0026V,GONN,0750286,Rue André Gonnay ,,,22,20061128090500,20130812100732
10371,RUE,MARIE-RENEE ORARD,5,0257W,ORAR,0750287,Rue Marie-Renee Orard ,,,22,20061128090500,20130812100732
10372,CHEM,CHARLES TELLIER,4,,TELL,5500607,Chemin Charles Tellier ,,,13,20061128090500,20070118220300
10373,IMP,CHARLES TELLIER,4,0262L,TELL,5500608,Impasse Charles Tellier ,,,13,20061128090500,20130812100740
10374,PCE,GEORGES LOUIS BUFFON,0,,BUFF,3180949,Place Georges Louis Buffon ,,,15,20061214162100,20070208134200
10375,PCE,PAUL CLAUDEL,0,,CLAU,3180950,Place Paul Claudel ,,,15,20061214162100,20070118220300
10376,PCE,DU SOUVENIR FRANÇAIS,0,3182U,FRAN,3180951,Place du Souvenir Français ,,,15,20061214162100,20130812100736
10377,ALL,DIDEROT,5,0393T,DIDE,4490681,Allée Diderot ,,,17,20070122120300,20130812100740
10378,CITE,DE LA PARQUEYRE,5,,PARQ,0320226,Cité de la Parqueyre ,,,20,20070207105700,20080318105200
10379,ALL,SARAH BERNHARDT,0,,BERN,0390423,Allée Sarah Bernhardt ,,,12,20070522095000,20080813091412
10380,ALL,FRATELLINI,0,0390424,FRAT,0390424,Allée Fratellini ,,,12,20070522095000,20070522095000
10381,ALL,GIROUD,0,0390425,GIRO,0390425,Allée Giroud ,,,12,20070522095000,20070522095000
10382,PCE,TERRES NEUVES,0,0390426,NEUV,0390426,Place Terres Neuves ,,,12,20070522095000,20070522095000
10384,SQ,YVES FARGE,0,2046X,FARG,0390428,Square Yves Farge ,,,12,20070522095000,20130812100728
10385,RUE,DJANGO REINHARDT,0,0652G,REIN,0390429,Rue Django Reinhardt ,,,12,20070522095000,20130812100728
11071,RUE,M. CLAUDE VAILLANT-COUTURIER,5,1620402,VAIL,1620402,Rue M. Claude Vaillant-Couturier,,,24,20101116090852,20101116090852
11072,ALL,GEORGES CLEMENCEAU,0,4490692,CLEM,4490692,Allée Georges Clémenceau,,,17,20101116090856,20101116090856
11114,RUE,ROGER COUDERC,5,0030316,COUD,0030316,Rue Roger Couderc,,,27,20110217091732,20110217091732
11134,RUE,SIMONE SIGNORET,5,0030317,SIGN,0030317,Rue Simone Signoret,,,27,20110228091540,20110228091540
11135,CHEM,DE BRAME PAN,6,5190295,BRAM,5190295,Chemin de Brame Pan,,,4,20110228091540,20110228132748
11154,RUE,JACQUELINE AURIOL,4,0030318,AURI,0030318,Rue Jacqueline Auriol,,,27,20110321091724,20110321091724
11155,RUE,DES CEPAGES,5,1920448,CEPA,1920448,Rue des Cepages,,,14,20110321091728,20110321091728
11156,RUE,SEMILLON,5,1920449,SEMI,1920449,Rue Semillon,,,14,20110321091728,20110321091728
11157,RUE,REMORA,4,1920450,REMO,1920450,Rue Remora,,,14,20110321091728,20110322152616
11158,AVE,DEMEULIN,4,2811057,DEME,2811057,Avenue Demeulin ,,,16,20110321091728,20110321150544
11174,VOIE,ROMAINE,4,9124A,ROMA,1920275,Voie Romaine,,,14,20110329104604,20110329104604
11194,RUE,MARGUERITE DURAS,5,0030319,DURA,0030319,Rue Marguerite Duras,,,27,20110411105000,20110411105000
11195,ALL,FERNAND SAMPIERI,5,,SAMP,2811058,Allée Fernand Sampieri,,,16,20110411105000,20121123092516
11254,PASS,BRIAND,5,4490693,BRIA,4490693,Passage Briand,,,17,20110523140320,20110523140320
11255,RUE,DE LA VOIE ROMAINE,0,5190296,ROMA,5190296,Rue de la Voie Romaine,,,4,20110523140324,20110523140324
11256,ALL,JEAN BERTRAND,0,1920451,BERT,1920451,Allée Jean Bertrand,,,14,20110523140324,20110523140324
11257,RUE,DON BOSCO,0,1920452,BOSC,1920452,Rue Don Bosco,,,14,20110523140324,20110523140324
11279,RUE,ROBERT DOISNEAU,0,,DOIS,1620404,Rue Robert Doisneau,,,24,20110809085824,20111005085756
11280,RUE,JACQUES TATI,0,4490694,TATI,4490694,Rue Jacques Tati,,,17,20110809085828,20110809085828
11281,RUE,CHARLES CHAPLIN,0,4490695,CHAP,4490695,Rue Charles Chaplin,,,17,20110809085828,20110809085828
11282,AVE,JEAN AUBOURG,5,,AUBO,0750301,Avenue Jean Aubourg,,,22,20110809085828,20110922143424
11284,ALL,PIERRE DE RONSARD,5,,RONS,2000247,Allée Pierre de Ronsard,,,25,20110809085828,20121123092516
11285,ALL,DES NAIADES,5,,NAIA,2000248,Allée des Naiades,,,25,20110809085828,20121123092516
258,RTE,DEPARTEMENTALE 113,3,,113,0040064,Route Départementale 113 ,,,5,19950125162300,20070118193400
263,RUE,JEAN ALBIN,5,0081N,ALBI,0040023,Rue Jean Albin ,,,5,19950125162300,20070322115300
267,RUE,ARAGO,4,0010L,ARAG,0040003,Rue Arago ,,,5,19950125162300,20070118193400
269,RUE,DE LA GARE DE LA CHAPELLE,4,5009*,CHAP,0040020,Rue de la Gare de la Chapelle ,,,5,19950125162300,20070118193400
275,RUE,ENRICO FERMI,4,0051F,FERM,0040016,Rue Enrico Fermi ,,,5,19950125162300,20110809085828
279,PCE,DE LA FRATERNITE,7,0055K,FRAT,0040080,Place de la Fraternité ,,,5,19950125162300,20070118193400
282,RUE,DU COMMANDANT CHARCOT,4,0022Z,CHAR,0040009,Rue du Commandant Charcot ,,,5,19950125162300,20070118193400
287,RUE,DES ALOUETTES,4,0008V,ALOU,0130003,Rue des Alouettes ,,,28,19950125160200,20070423154900
292,ALL,DE BEL AIR,4,0030U,AIR,0130008,Allée de Bel Air ,,,28,19950125160200,20070423154900
295,RUE,DU CABERNET,4,0046L,CABE,0130011,Rue du Cabernet ,,,28,19950125160200,20070118193400
91,RUE,DE LYONNAIS,4,0339Y,LYON,0030107,Rue de Lyonnais ,,,27,19950125160100,20070404103300
95,RUE,DU MARECHAL FOCH,4,0365B,FOCH,0030112,Rue du Maréchal Foch ,,,27,19950125160100,20070119103400
98,RUE,MAURICE THOREZ,4,0376N,THOR,0030115,Rue Maurice Thorez ,,,27,19950125160100,20091110110408
103,CHEM,DES MONTFERRAND,4,,MONT,0030120,Chemin des Montferrand ,,,27,19950125160100,20070119103400
106,LOT,MOULIN DU GUA,4,,GUA,0030123,Lotissement Moulin du Gua ,,,27,19950125160100,20070423170700
541,RUE,MICHEL MONTAIGNE,4,0524Y,MONT,0320104,Rue Michel Montaigne ,,,20,19950125160400,20070118193600
369,RUE,DU POUQUEYRAS,4,0269D,POUQ,0130090,Rue du Pouqueyras ,,,28,19950125160200,20070118193500
373,AVE,DU RUISSEAU,4,0276L,RUIS,0130094,Avenue du Ruisseau ,,,28,19950125160200,20070118193500
377,RUE,DU SAUVIGNON,4,0282T,SAUV,0130098,Rue du Sauvignon ,,,28,19950125160200,20070118193500
381,AVE,DU TECHENEY,4,0300M,TECH,0130102,Avenue du Techeney ,,,28,19950125160300,20070423155000
385,AVE,DE LA VIGNE,4,0318G,VIGN,0130106,Avenue de la Vigne ,,,28,19950125160300,20070423155000
388,RTE,DEPARTEMENTALE 936,3,,936,0130109,Route Départementale 936 ,,,28,19950125160300,20080111114800
393,RUE,DES CYGNES,4,0066H,CYGN,0130118,Rue des Cygnes ,,,28,19950125160300,20070118193500
397,RUE,ANTOINE BOURDELLE,4,0314K,BOUR,0632326,Rue Antoine Bourdelle ,,,18,20020206084600,20130812100732
401,RUE,DU MOULIN D'ANTOUNE,4,0222C,ANTO,0130129,Rue du Moulin d'Antoune ,,,28,19950125160300,20130812100728
405,ALL,DES EPIS,4,0092L,EPIS,0130133,Allée des Epis ,,,28,19950125160300,20070118193500
409,AVE,DU GOLF,4,0126Y,GOLF,0130139,Avenue du Golf ,,,28,19950125160300,20070423155000
413,AVE,DE L'EUROPE,4,0102X,EURO,0130143,Avenue de l'Europe ,,,28,19950125160300,20070605100300
416,AVE,DE L'ILE DE FRANCE,4,0135H,FRAN,0130147,Avenue de l'Ile de France ,,,28,19950125160300,20070605100300
422,RUE,DES PYRENEES,4,0324N,PYRE,0130153,Rue des Pyrenees ,,,28,19950125160300,20070118193500
425,RUE,DU HAUT DE PINSAN,4,0129B,PINS,0130157,Rue du Haut de Pinsan ,,,28,19950125160300,20070118193500
429,AVE,DE GUYENNE,4,0329U,GUYE,0130161,Avenue de Guyenne ,,,28,19950125160300,20070118193500
433,ALL,DE BETAILHE,0,0035Z,BETA,0130167,Allée de Betailhe ,,,28,19950125160300,20070118193500
152,RUE,DE SICART,4,0527C,SICA,0030173,Rue de Sicart ,,,27,19950125160100,20070119103400
156,RUE,DU TREUIL,4,0550C,TREU,0030177,Rue du Treuil ,,,27,19950125160100,20070423170700
160,RUE,DE LA VIERGE,4,0570Z,VIER,0030181,Rue de la Vierge ,,,27,19950125160100,20070119103400
163,RTE,DEPARTEMENTALE 242 E1,V,,242,0030184,Route Départementale 242 E1,,,27,19950125160100,20121015101056
166,RUE,DE FORMONT,4,0212K,FORM,0030188,Rue de Formont ,,,27,19950125160100,20070119103400
169,ALL,DES FLAMANTS ROSES,5,0211J,FLAM,0030194,Allée des Flamants Roses,,,27,19950125160100,20090828095044
173,CHEM,PIETON LIBERATION / MUSSET,5,5019*,PIET,0030200,Chemin Pieton Libération / Musset ,,,27,19950125160100,20070119103400
178,RUE,DU DOMAINE D'HOSTEIN,4,A042V,HOST,0030213,Rue du Domaine d'Hostein ,,,27,19950125160100,20070423170700
181,VOIE,PARKING PISCINE,4,5020*,PISC,0030216,Voie Parking Piscine ,,,27,19950125160100,20070119103400
184,CR,DES TRETINS,6,5022*,TRET,0030219,Chemin Rural des Tretins ,,,27,19950125160100,20070119103400
188,CHEM,PIETON CLOS SAINT-PIERRE,5,,PIER,0030227,Chemin Piéton Clos Saint-Pierre,,,27,19950125160100,20090828095044
191,CHEM,PIETON LOTISS LA PERGOLA,5,5024*,PERG,0030232,Chemin Piéton Lotiss la Pergola,,,27,19950125160100,20070119103400
195,RUE,DES ALBIZZIAS,4,0007M,ALBI,0030237,Rue des Albizzias ,,,27,19950125160100,20110922143428
198,RTE,DEPARTEMENTALE 257,3,,257,0030241,Route Départementale 257 ,,,27,19950125160100,20070119103400
12381,ESP,LOUIS ET HENRI POUYANNE,4,0632441,POUY,0632441,Esplanade Louis Et Henri Pouyanne,,,18,20131128152112,20131128152112
204,RUE,DU 19 MARS 1962,4,0032K,MARS,0040065,Rue du 19 Mars 1962 ,,,5,19950125162300,20070118193400
208,CHEM,DE PIETRU,4,0171L,PIET,0040051,Chemin de Pietru ,,,5,19950125162300,20110809085828
211,AVE,PIERRE BEREGOVOY,4,,BERE,0040091,Avenue Pierre Beregovoy ,,,5,19950125162300,20070118193400
215,RUE,NUNGESSER ET COLI,4,0155U,COLI,0040049,Rue Nungesser Et Coli ,,,5,19950125162300,20070423154200
477,RUE,EDWARD RICHET,4,0317Y,RICH,0320032,Rue Edward Richet ,,,20,19950125160400,20070118193600
481,AVE,FELIX CAILLEAU,4,0336U,CAIL,0320037,Avenue Félix Cailleau ,,,20,19950125160400,20070423165600
485,RUE,FRANCOIS MAURIAC,4,0353M,MAUR,0320041,Rue François Mauriac ,,,20,19950125160400,20070423165600
489,AVE,DU GENERAL DE GAULLE,4,0362X,GAUL,0320045,Avenue du Général de Gaulle ,,,20,19950125160400,20070423165600
10150,RUE,DES FRENES,5,0152G,FREN,0750271,Rue des Frenes ,,,22,20041013091300,20130812100732
10151,ALL,DE TROTELLE,4,0618H,TROT,5190262,Allée de Trotelle ,,,4,20030716092400,20130812100740
10152,LOT,CLOS D'HASTIGNAN,4,,HAST,4490671,Lotissement Clos d'Hastignan,,,17,20030716092400,20091218102852
10153,ALL,DES GRIVES,4,0383C,GRIV,5190261,Allée des Grives ,,,4,20030716092400,20130812100740
10154,RUE,JACQUELINE AURIOL,0,1054U,AURI,0390399,Rue Jacqueline Auriol ,,,12,20010731134300,20130812100728
10155,IMP,HENRY LE CHATELIER,0,1364D,CHAT,2810993,Impasse Henry le Chatelier ,,,16,20010911113500,20130812100736
10156,AVE,HENRY LE CHATELIER,0,1363C,CHAT,2810992,Avenue Henry le Chatelier ,,,16,20010911113500,20130812100736
10157,RUE,DE SEM,4,,SEM,0632324,Rue de Sem ,,,18,20010829152100,20100311154156
10158,IMP,CHARLES TEYSSONNEAUX,0,0632323,TEYS,0632323,Impasse Charles Teyssonneaux ,,,18,20010829152100,20070118215500
10159,RUE,GASTON LEROUX,4,3864U,LERO,0632322,Rue Gaston Leroux ,,,18,20010829152100,20130812100732
10160,SQ,MARIE LOUIS SUE,0,6047S,SUE,0632320,Square Marie Louis Sue ,,,18,20010829152100,20130812100732
10161,RUE,LOUIS EMIE,0,5662Y,EMIE,0632318,Rue Louis Emie ,,,18,20010829152100,20130812100732
10162,BD,DES FRERES MOGA,4,3753Y,MOGA,0632317,Boulevard des Frères Moga ,,,18,20010829152100,20130812100732
10163,PCE,RENE SEILHAN,0,7883M,SEIL,0632316,Place René Seilhan ,,,18,20010829152100,20130812100732
10165,RUE,JACQUES ELLUL,4,4514A,ELLU,0632314,Rue Jacques Ellul ,,,18,20010829152100,20130812100732
10166,AVE,JEAN ALFONSEA,4,0904Z,ALFO,1670302,Avenue Jean Alfonsea ,,,9,20010827074400,20130812100732
10167,PCE,ELSA TRIOLET,0,0345L,TRIO,0130189,Place Elsa Triolet ,,,28,20010827074400,20130812100728
10168,RUE,FLORA TRISTAN,0,0311Z,TRIS,0130188,Rue Flora Tristan ,,,28,20010827074400,20130812100728
10169,ALL,CAMILLE CLAUDEL,0,0047M,CLAU,0130187,Allée Camille Claudel ,,,28,20010827074400,20130812100728
10170,ALL,PIERRE DURET,5,0,DURE,1620381,Allée Pierre Duret ,,,24,20010822075000,20070118220000
10172,VOIE,MAC DONALD,5,,DONA,5500594,Voie Mac Donald,,,13,20010814091200,20120302095204
10173,RUE,ANDREE DESCOUBES,4,0023S,DESC,0750266,Rue Andrée Descoubes ,,,22,20041013091300,20130812100732
10174,BRET,A 10 (1),1,,10,0030276,Bretelle A 10 (1) ,,,27,20010913083900,20070119103500
10175,BRET,A 10 (2),1,,10,0030277,Bretelle A 10 (2) ,,,27,20010913083900,20070119103500
10176,BRET,A 10 (5),1,,10,0030278,Bretelle A 10 (5) ,,,27,20010913083900,20070119103500
10177,BRET,A 10 (6),1,,10,0030279,Bretelle A 10 (6) ,,,27,20010913083900,20070119103500
10178,ACC,AUTOROUTES DU SUD DE LA FRANCE,1,,AUTO,0030280,Accès Autoroutes du Sud de la France,,,27,20010913083900,20090417105800
10179,VOIE,CLOS MICHELET 1,4,,MICH,5220472,Voie Clos Michelet 1 ,,,21,20011012081700,20110505093032
10180,VOIE,CLOS MICHELET 2,4,,MICH,5220473,Voie Clos Michelet 2 ,,,21,20011012081700,20110505093032
10181,ALL,FONFREDE,0,0483R,FONF,4490655,Allée Fonfrede ,,,17,20011016082100,20130812100740
10182,RUE,MADAME ROLAND,0,0749E,ROLA,4490654,Rue Madame Roland ,,,17,20011016082100,20130812100740
