,prenoms,sexe,nombre_prenoms_sexe,nombre_prenoms,proportion
1698,pacÔme,M,32,32,1.0
1699,pacôme,M,55,55,1.0
1700,paloma,F,373,373,1.0
1701,paola,F,187,187,1.0
1702,paolo,M,160,160,1.0
1703,pascal,M,23,23,1.0
1704,patricia,F,20,20,1.0
1705,patrick,M,58,58,1.0
1706,paul,M,3860,3860,1.0
1707,paul-antoine,M,7,7,1.0
1708,paul-arthur,M,5,5,1.0
1709,paula,F,33,33,1.0
1710,paulin,M,15,15,1.0
1711,pauline,F,1756,1756,1.0
1712,pedro,M,7,7,1.0
1713,penda,F,8,8,1.0
1714,penelope,F,210,210,1.0
1715,perla,F,18,18,1.0
1716,perle,F,6,6,1.0
1717,perrine,F,122,122,1.0
1718,peter,M,5,5,1.0
1719,petronille,F,6,6,1.0
1720,pharell,M,7,7,1.0
1721,phileas,M,14,14,1.0
1722,philemon,M,30,30,1.0
1723,philippe,M,149,149,1.0
1724,philippine,F,206,206,1.0
1725,philomÈne,F,6,6,1.0
1726,philomène,F,104,104,1.0
1727,pia,F,116,116,1.0
1728,pierre,M,1706,1706,1.0
1729,pierre-alexandre,M,6,6,1.0
1730,pierre-antoine,M,21,21,1.0
1731,pierre-louis,M,80,80,1.0
1732,pol,M,11,11,1.0
1733,preston,M,7,7,1.0
1734,prince,M,12,12,1.0
1735,prisca,F,18,18,1.0
1736,priscille,F,40,40,1.0
1737,prosper,M,5,5,1.0
1738,prudence,F,5,5,1.0
1739,prune,F,187,187,1.0
1740,pÉnÉlope,F,6,6,1.0
1741,pénélope,F,26,26,1.0
1742,quentin,M,1897,1897,1.0
1743,quitterie,F,58,58,1.0
1744,rachel,F,289,289,1.0
1745,rafael,M,376,376,1.0
1746,rafaËl,M,16,16,1.0
1747,rafaël,M,272,272,1.0
1748,rahma,F,70,70,1.0
1749,ramata,F,13,13,1.0
1750,rami,M,41,41,1.0
1751,ramy,M,14,14,1.0
1752,rania,F,290,290,1.0
1753,ranim,F,5,5,1.0
1754,ranya,F,38,38,1.0
1755,raoul,M,20,20,1.0
1756,raphael,M,183,183,1.0
1757,raphaËl,M,338,338,1.0
1758,raphaël,M,3673,3673,1.0
1759,raphaëlle,F,249,249,1.0
1760,rawane,F,6,6,1.0
1761,rayan,M,1808,1808,1.0
1762,rayane,M,524,524,1.0
1763,rayen,M,10,10,1.0
1764,rebecca,F,220,220,1.0
1765,reda,M,42,42,1.0
1766,remi,M,248,248,1.0
1767,remy,M,75,75,1.0
1768,riad,M,7,7,1.0
1769,ricardo,M,6,6,1.0
1770,richard,M,50,50,1.0
1771,rim,F,15,15,1.0
1772,rita,F,80,80,1.0
1773,rivka,F,13,13,1.0
1774,riyad,M,59,59,1.0
1775,robert,M,6,6,1.0
1776,robin,M,1006,1006,1.0
1777,robinson,M,97,97,1.0
1778,rodrigue,M,57,57,1.0
1779,rohan,M,7,7,1.0
1780,rokia,F,37,37,1.0
1781,romain,M,1823,1823,1.0
1782,roman,M,427,427,1.0
1783,romane,F,2057,2057,1.0
1784,romeo,M,204,204,1.0
1785,romy,F,331,331,1.0
1786,romÉo,M,12,12,1.0
1787,roméo,M,70,70,1.0
1788,ron,M,6,6,1.0
1789,ronan,M,63,63,1.0
1790,rosa,F,28,28,1.0
1791,rosalie,F,218,218,1.0
1792,rose,F,1381,1381,1.0
1793,roxane,F,435,435,1.0
1794,roxanne,F,33,33,1.0
1795,roy,M,6,6,1.0
1796,ruben,M,684,684,1.0
1797,rudy,M,30,30,1.0
1798,ruth,F,13,13,1.0
1799,ryad,M,85,85,1.0
1800,ryan,M,439,439,1.0
1801,rym,F,26,26,1.0
1802,rÉmi,M,30,30,1.0
1803,rémi,M,220,220,1.0
1804,rémy,M,38,38,1.0
1805,saad,M,6,6,1.0
1806,sabri,M,42,42,1.0
1807,sabrina,F,208,208,1.0
1808,sabrine,F,24,24,1.0
1809,sacha,M,2333,2333,1.0
1810,sadio,F,53,53,1.0
1811,safa,F,67,67,1.0
1812,safia,F,71,71,1.0
1813,safiya,F,22,22,1.0
1814,sakina,F,6,6,1.0
1815,salim,M,120,120,1.0
1816,salimata,F,68,68,1.0
1817,sally,F,6,6,1.0
1818,salma,F,358,358,1.0
1819,salome,F,666,666,1.0
1820,salomÉ,F,187,187,1.0
1821,salomé,F,251,251,1.0
1822,sam,M,161,161,1.0
1823,samantha,F,41,41,1.0
1824,samba,M,70,70,1.0
1825,sami,M,310,310,1.0
1826,samia,F,31,31,1.0
1827,samir,M,24,24,1.0
1828,samson,M,6,6,1.0
1829,samuel,M,1800,1800,1.0
1830,samy,M,492,492,1.0
1831,sana,F,131,131,1.0
1832,sanaa,F,14,14,1.0
1833,sandra,F,67,67,1.0
1834,sandro,M,139,139,1.0
1835,santiago,M,20,20,1.0
1836,sara,F,934,934,1.0
1837,sarah,F,3489,3489,1.0
1838,sarra,F,12,12,1.0
1839,sasha,F,594,715,0.8307692307692308
1841,saskia,F,7,7,1.0
1842,satine,F,36,36,1.0
1843,saul,M,20,20,1.0
1844,savannah,F,11,11,1.0
1845,saïd,M,39,39,1.0
1846,scarlett,F,44,44,1.0
1847,scott,M,8,8,1.0
1848,sean,M,48,48,1.0
1849,sebastian,M,29,29,1.0
1850,sebastien,M,146,146,1.0
1851,sekou,M,106,106,1.0
1852,selena,F,30,30,1.0
1853,selim,M,15,15,1.0
1854,selma,F,386,386,1.0
1855,selyan,M,39,39,1.0
1856,selène,F,12,12,1.0
1857,sephora,F,13,13,1.0
1858,serena,F,74,74,1.0
1859,serge,M,7,7,1.0
1860,serine,F,23,23,1.0
1861,seydou,M,21,21,1.0
1862,shana,F,266,266,1.0
1863,shani,F,6,6,1.0
1864,shanice,F,14,14,1.0
1865,shanna,F,33,33,1.0
1866,shannon,F,5,5,1.0
1867,shanon,F,6,6,1.0
1868,shany,F,15,15,1.0
1869,sharon,F,28,28,1.0
1870,shawn,M,7,7,1.0
1871,shayan,M,5,5,1.0
1872,shayma,F,6,6,1.0
1873,shayna,F,36,36,1.0
1874,shaÏna,F,7,7,1.0
1875,shaï,M,80,80,1.0
1876,shaïly,F,21,21,1.0
1877,shaïma,F,24,24,1.0
1878,shaïna,F,59,59,1.0
1879,shelly,F,16,16,1.0
1880,sherine,F,39,39,1.0
1881,shirel,F,207,207,1.0
1882,shirine,F,5,5,1.0
1883,sibylle,F,93,93,1.0
1884,sidney,M,13,13,1.0
1885,sidonie,F,164,164,1.0
1886,sidy,M,6,6,1.0
1887,sienna,F,53,53,1.0
1888,siham,F,13,13,1.0
1889,sihem,F,5,5,1.0
1890,silas,M,14,14,1.0
1891,siloe,F,20,20,1.0
1892,simeon,M,63,63,1.0
1893,simon,M,1783,1783,1.0
1894,sira,F,42,42,1.0
1895,sirine,F,297,297,1.0
1896,sixtine,F,266,266,1.0
1897,skander,M,7,7,1.0
1898,soan,M,96,96,1.0
1899,soen,M,7,7,1.0
1900,sofia,F,885,885,1.0
1901,sofian,M,31,31,1.0
1902,sofiane,M,448,448,1.0
1903,sohan,M,58,58,1.0
1904,sohane,F,21,21,1.0
1905,solal,M,412,412,1.0
1906,solange,F,13,13,1.0
1907,solenn,F,56,56,1.0
1908,soline,F,119,119,1.0
1909,solveig,F,27,27,1.0
1910,solÈne,F,35,35,1.0
1911,solène,F,356,356,1.0
1912,sonia,F,185,185,1.0
1913,sophia,F,337,337,1.0
1914,sophie,F,492,492,1.0
1915,soraya,F,76,76,1.0
1916,soren,M,83,83,1.0
1917,soukaïna,F,5,5,1.0
1918,souleyman,M,19,19,1.0
1919,souleymane,M,179,179,1.0
1920,soumaya,F,25,25,1.0
1921,stacy,F,6,6,1.0
1922,stan,M,13,13,1.0
1923,stanislas,M,311,311,1.0
1924,stanley,M,16,16,1.0
1925,steeve,M,9,9,1.0
1926,stefan,M,23,23,1.0
1927,stella,F,481,481,1.0
1928,stephane,M,88,88,1.0
1929,stephanie,F,29,29,1.0
1930,steve,M,6,6,1.0
1931,steven,M,117,117,1.0
1932,suzanne,F,406,406,1.0
1933,suzie,F,12,12,1.0
1934,sven,M,6,6,1.0
1935,swan,M,44,44,1.0
1936,swann,M,173,173,1.0
1937,sybille,F,15,15,1.0
1938,sylvain,M,70,70,1.0
1939,sylvia,F,6,6,1.0
1940,sylvie,F,13,13,1.0
1941,syrine,F,185,185,1.0
1942,sÉbastien,M,14,14,1.0
1943,sébastien,M,52,52,1.0
1944,sélène,F,10,10,1.0
1945,séléna,F,22,22,1.0
1946,séréna,F,5,5,1.0
1947,taha,M,6,6,1.0
1948,tal,F,26,26,1.0
1949,tali,F,67,67,1.0
1950,talia,F,94,94,1.0
1951,talya,F,13,13,1.0
1952,tamara,F,54,54,1.0
1953,tancrède,M,35,35,1.0
1954,tanguy,M,96,96,1.0
1955,tania,F,95,95,1.0
1956,tanya,F,15,15,1.0
1957,tao,M,92,92,1.0
1958,tara,F,129,129,1.0
1959,tasnim,F,39,39,1.0
1960,tasnime,F,17,17,1.0
1961,tatiana,F,68,68,1.0
1962,taïna,F,13,13,1.0
1963,taïs,F,6,6,1.0
1964,tea,F,5,5,1.0
1965,teddy,M,66,66,1.0
1966,teo,M,96,96,1.0
1967,terence,M,39,39,1.0
1968,tesnime,F,11,11,1.0
1969,tess,F,339,339,1.0
1970,tessa,F,228,228,1.0
1971,thalia,F,73,73,1.0
1972,thaÏs,F,110,110,1.0
1973,thaïs,F,351,351,1.0
1974,thea,F,98,98,1.0
1975,thelma,F,92,92,1.0
1976,theo,M,894,894,1.0
1977,theodore,M,311,311,1.0
1978,theophane,M,23,23,1.0
1979,theophile,M,296,296,1.0
1980,theotime,M,30,30,1.0
1981,therèse,F,6,6,1.0
1982,thiago,M,5,5,1.0
1983,thibaud,M,154,154,1.0
1984,thibault,M,747,747,1.0
1985,thibaut,M,218,218,1.0
1986,thierno,M,6,6,1.0
1987,thierry,M,58,58,1.0
1988,thiméo,M,5,5,1.0
1989,thomas,M,3593,3593,1.0
1990,thÉo,M,468,468,1.0
1991,thÉodore,M,6,6,1.0
1992,théa,F,21,21,1.0
1993,théo,M,1014,1014,1.0
1994,théodore,M,24,24,1.0
1995,théophile,M,6,6,1.0
1996,tia,F,7,7,1.0
1997,tiago,M,321,321,1.0
1998,tiana,F,18,18,1.0
1999,tidiane,M,62,62,1.0
2000,tiffany,F,79,79,1.0
2001,tiguida,F,5,5,1.0
2002,tilio,M,7,7,1.0
2003,tim,M,102,102,1.0
2004,timeo,M,187,187,1.0
2005,timothe,M,208,208,1.0
2006,timothee,M,621,621,1.0
2007,timothÉ,M,80,80,1.0
2008,timothÉe,M,97,97,1.0
2009,timothé,M,135,135,1.0
2010,timothée,M,171,171,1.0
2011,timÉo,M,262,262,1.0
2012,timéo,M,437,437,1.0
2013,tina,F,56,56,1.0
2014,tino,M,7,7,1.0
2015,tiphaine,F,136,136,1.0
2016,titouan,M,1215,1215,1.0
2017,tobias,M,19,19,1.0
2018,tom,M,2158,2158,1.0
2019,toma,M,5,5,1.0
2020,tomas,M,21,21,1.0
2021,tommy,M,18,18,1.0
2022,tony,M,236,236,1.0
2023,toscane,F,42,42,1.0
2024,tracy,F,12,12,1.0
2025,tristan,M,1058,1058,1.0
2026,tsipora,F,5,5,1.0
2027,tybalt,M,7,7,1.0
2028,tymeo,M,5,5,1.0
2029,tyméo,M,16,16,1.0
2030,tyron,M,5,5,1.0
2031,tÉo,M,33,33,1.0
2032,téo,M,106,106,1.0
2033,ugo,M,151,151,1.0
2034,ulysse,M,512,512,1.0
2035,vadim,M,248,248,1.0
2036,valentin,M,1694,1694,1.0
2037,valentina,F,65,65,1.0
2038,valentine,F,1107,1107,1.0
2039,valentino,M,14,14,1.0
2040,valerie,M,12,12,1.0
2041,vanessa,F,128,128,1.0
2042,vasco,M,8,8,1.0
2043,vera,F,5,5,1.0
2044,vianney,M,63,63,1.0
2045,victoire,F,879,879,1.0
2046,victor,M,2751,2751,1.0
2047,victoria,F,977,977,1.0
2048,victorien,M,6,6,1.0
2049,viktor,M,73,73,1.0
2050,viktoria,F,5,5,1.0
2051,vincent,M,597,597,1.0
2052,violette,F,610,610,1.0
2053,virgil,M,6,6,1.0
2054,virgile,M,212,212,1.0
2055,virginie,F,8,8,1.0
2056,viviane,F,69,69,1.0
2057,vivien,M,5,5,1.0
2058,vladimir,M,88,88,1.0
2059,wael,M,80,80,1.0
2060,walid,M,277,277,1.0
2061,wandrille,M,34,34,1.0
2062,warren,M,74,74,1.0
2063,wassim,M,365,365,1.0
2064,waël,M,59,59,1.0
2065,wendy,F,77,77,1.0
2066,wesley,M,44,44,1.0
2067,wiktoria,F,7,7,1.0
2068,wilfried,M,12,12,1.0
2069,william,M,875,875,1.0
2070,willy,M,21,21,1.0
2071,wilson,M,7,7,1.0
2072,wissam,F,6,6,1.0
2073,wissem,M,38,38,1.0
2074,xavier,M,143,143,1.0
2075,yacine,M,487,487,1.0
2076,yacouba,M,13,13,1.0
2077,yael,F,15,15,1.0
2078,yahya,M,14,14,1.0
2079,yamina,F,16,16,1.0
2080,yan,M,5,5,1.0
2081,yani,M,64,64,1.0
2082,yanis,M,2427,2427,1.0
2083,yaniss,M,11,11,1.0
2084,yann,M,596,596,1.0
2085,yanni,M,6,6,1.0
2086,yannick,M,83,83,1.0
2087,yannis,M,198,198,1.0
2088,yara,F,41,41,1.0
2089,yaron,M,7,7,1.0
2090,yasin,M,7,7,1.0
2091,yasmina,F,49,49,1.0
2092,yasmine,F,1017,1017,1.0
2093,yasser,M,14,14,1.0
2094,yassin,M,48,48,1.0
2095,yassine,M,494,494,1.0
2096,yaya,M,7,7,1.0
2097,yaËl,M,7,7,1.0
2098,yaël,F,132,156,0.8461538461538461
2100,yaëlle,F,7,7,1.0
2101,ylan,M,70,70,1.0
2102,yoan,M,180,180,1.0
2103,yoann,M,153,153,1.0
2104,yoav,M,12,12,1.0
2105,yoel,M,5,5,1.0
2106,yohan,M,246,246,1.0
2107,yohann,M,95,95,1.0
2108,yona,F,77,77,1.0
2109,yoni,M,32,32,1.0
2110,yossef,M,25,25,1.0
2111,youcef,M,109,109,1.0
2112,youenn,M,23,23,1.0
2113,youmna,F,6,6,1.0
2114,youna,F,36,36,1.0
2115,younes,M,286,286,1.0
2116,youness,M,5,5,1.0
2117,younès,M,76,76,1.0
2118,youri,M,28,28,1.0
2119,yousra,F,113,113,1.0
2120,youssef,M,458,458,1.0
2121,youssouf,M,126,126,1.0
2122,yoël,M,6,6,1.0
2123,yse,F,52,52,1.0
2124,ysee,F,49,49,1.0
2125,ysée,F,5,5,1.0
2126,yuna,F,107,107,1.0
2127,yuri,M,6,6,1.0
2128,yusuf,M,6,6,1.0
2129,yvan,M,45,45,1.0
2130,yves,M,18,18,1.0
2131,zacharia,M,5,5,1.0
2132,zacharie,M,188,188,1.0
2133,zachary,M,89,89,1.0
2134,zack,M,12,12,1.0
2135,zadig,M,35,35,1.0
2136,zahra,F,56,56,1.0
2137,zakaria,M,312,312,1.0
2138,zakariya,M,26,26,1.0
2139,zakary,M,17,17,1.0
2140,zakarya,M,27,27,1.0
2141,zayd,M,5,5,1.0
2142,zayneb,F,6,6,1.0
2143,zeinab,F,5,5,1.0
2144,zelie,F,192,192,1.0
2145,zephyr,M,6,6,1.0
2146,zia,F,11,11,1.0
2147,ziad,M,5,5,1.0
2148,zina,F,6,6,1.0
2149,zineb,F,33,33,1.0
2150,ziyad,M,20,20,1.0
2151,zoe,F,1124,1124,1.0
2152,zohra,F,6,6,1.0
2153,zoÉ,F,380,380,1.0
2154,zoé,F,776,776,1.0
2155,zoë,F,12,12,1.0
2156,zuzanna,F,6,6,1.0
2157,zÉlie,F,75,75,1.0
2158,zélie,F,83,83,1.0
2159,Élisa,F,10,10,1.0
2160,Élise,F,12,12,1.0
2161,Élora,F,5,5,1.0
2162,Éloïse,F,6,6,1.0
2163,ÉlÉa,F,14,14,1.0
2164,Éléa,F,24,24,1.0
2165,Énora,F,6,6,1.0
2166,Éthan,M,7,7,1.0
2167,Éva,F,5,5,1.0
