,type,street_simple,code_riv,street_full,code_commune,type_full,code_riv_commune,COM_code_commune,COM_code_ilot,COM_nom_commune_maj,COM_abscisse,COM_ordonne,COM_orientation,COM_nom_commune,COM_date_creation,COM_date_modifiction,ILOT_code_ilot_normalise,ILOT_pop_municipale,ILOT_pop_compté_a_part,ILOT_pop_totale,ILOT_pop_sans_double_compte,ILOT_nbr_residence_prin,ILOT_nbr_residence_secon,ILOT_NB_LOG_O,ILOT_nbr_logement_vancant,ILOT_nbr_logement_total,QUAR_code_rivoli,QUAR_nom_quartier,QUAR_nom_voie,QUAR_type,QUAR_code_rivoli_commune,nom_street_1,nom_street_2,prenoms_join_1,sexe_join_1,nombre_prenoms_sexe_join_1,nombre_prenoms_join_1,proportion_join_1,prenoms_join_2,sexe_join_2,nombre_prenoms_sexe_join_2,nombre_prenoms_join_2,proportion_join_2,title_name_1,title_genre_1,title_name_2,title_genre_2,title_coef,street_genre,perso_nom_1,perso_genre_1,perso_nom_2,perso_genre_2
51,all,DES GENETS,0565,Allée des Genêts ,17,Allée,056517al,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,genets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
52,rue,DES GENETS,3948,Rue des Genêts ,18,Rue,394818ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3948,Bordeaux maritime,RUE DES GENETS,rue,394818ru,genets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
53,all,DES GENETS,1487,Allée des Genêts ,15,Allée,148715al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,genets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
54,rue,DES GENETS,1127,Rue des Genêts ,16,Rue,112716ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,genets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
55,rue,DES GENETS,0417,Rue des Genêts ,2,Rue,04172ru,2,312,PAREMPUYRE,1416343.28,4200747.84,0,Parempuyre,19920310181800,20080925154440,312.0,6613.0,0.0,6613.0,6613.0,2141.0,9.0,7.0,36.0,2193.0,,,,,,genets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
56,all,DES GENETS,2730051,Allée des Genêts,29,Allée,273005129al,29,273,MARTIGNASSUR JALLE,1398682.13,4190163.48,0,Martignas-sur-Jalle,20130306151112,20130507130820,,,,,,,,,,,,,,,,genets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
57,rue,DES ROITELETS,0322,Rue des Roitelets ,28,Rue,032228ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,roitelets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
58,all,DES ROITELETS,2952,Allée des Roitelets ,15,Allée,295215al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,roitelets,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
59,all,DES VIGNERONS,0319,Allée des Vignerons ,28,Allée,031928al,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,vignerons,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
60,pass,DES VIGNERONS,9360,Passage des Vignerons ,18,Passage,936018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,9360,Nansouty Saint-Genès,PASSAGE DES VIGNERONS,passage,936018pa,vignerons,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
61,rue,DES VIGNERONS,9365,Rue des Vignerons ,18,Rue,936518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,9365,Nansouty Saint-Genès,RUE DES VIGNERONS,rue,936518ru,vignerons,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
62,chem,DES VIGNERONS,1498,Chemin des Vignerons ,13,Chemin,149813ch,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,vignerons,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
63,all,DES VIGNERONS,2794,Allée des Vignerons ,16,Allée,279416al,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,vignerons,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
64,ave,DES PROVINCES,0270,Avenue des Provinces ,28,Avenue,027028av,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,provinces,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
65,ave,DES PROVINCES,2866,Avenue des Provinces ,15,Avenue,286615av,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,provinces,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
66,rue,DES LAURIERS,0158,Rue des Lauriers ,28,Rue,015828ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
67,all,DES LAURIERS,0560,Allée des Lauriers ,25,Allée,056025al,25,200,LE HAILLAN,1407909.48,4191394.32,0,Le Haillan,19920310181800,20091119174748,200.0,8118.0,37.0,8155.0,8132.0,3040.0,13.0,7.0,82.0,3142.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
68,rue,DES LAURIERS,7051,Rue des Lauriers ,14,Rue,705114ru,14,192,GRADIGNAN,1412269.47,4180306.34,0,Gradignan,19920310181800,20080925154356,192.0,21533.0,1040.0,22573.0,22191.0,9199.0,62.0,136.0,416.0,9813.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
69,chem,DES LAURIERS,1027,Chemin des Lauriers ,9,Chemin,10279ch,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
70,rue,DES LAURIERS,0981,Rue des Lauriers ,26,Rue,098126ru,26,434,SAINTLOUISDEMONTFERRAND,1420910.0,4203059.5,0,Saint-Louis-de-Montferrand,19920310181800,20080925154512,434.0,1864.0,0.0,1864.0,1864.0,625.0,2.0,0.0,50.0,677.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
71,all,DES LAURIERS,0426,Allée des Lauriers ,1,Allée,04261al,1,376,SAINT AUBIN DE MEDOC,1401001.09,4198803.25,0,Saint-Aubin-de-Médoc,19920618090900,20080925154500,376.0,4990.0,0.0,4990.0,4990.0,1669.0,7.0,2.0,31.0,1709.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
72,rue,DES LAURIERS,5265,Rue des Lauriers ,18,Rue,526518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,5265,Centre-ville,RUE DES LAURIERS,rue,526518ru,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
73,imp,DES LAURIERS,0789,Impasse des Lauriers ,13,Impasse,078913im,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
74,all,DES LAURIERS,1977,Allée des Lauriers ,15,Allée,197715al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
75,all,DES LAURIERS,1585,Allée des Lauriers ,16,Allée,158516al,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,lauriers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
76,rue,DU SERPOLET,0288,Rue du Serpolet ,28,Rue,028828ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,serpolet,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
77,rue,DU SERPOLET,9400,Rue du Serpolet ,14,Rue,940014ru,14,192,GRADIGNAN,1412269.47,4180306.34,0,Gradignan,19920310181800,20080925154356,192.0,21533.0,1040.0,22573.0,22191.0,9199.0,62.0,136.0,416.0,9813.0,,,,,,serpolet,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
78,rue,DU SERPOLET,8630,Rue du Serpolet ,18,Rue,863018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,8630,Centre-ville,RUE DU SERPOLET,rue,863018ru,serpolet,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
79,rue,DU SAUTERNAIS,0280,Rue du Sauternais ,28,Rue,028028ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,sauternais,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
80,sq,DU SAUTERNAIS,9361,Square du Sauternais ,14,Sqaure,936114sq,14,192,GRADIGNAN,1412269.47,4180306.34,0,Gradignan,19920310181800,20080925154356,192.0,21533.0,1040.0,22573.0,22191.0,9199.0,62.0,136.0,416.0,9813.0,,,,,,sauternais,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
81,rue,DE MEYNOT,0335,Rue de Meynot ,28,Rue,033528ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,meynot,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
82,rue,D'ESPAGNE,0093,Rue d'Espagne ,28,Rue,009328ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,d'espagne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
83,rue,D'ESPAGNE,0238,Rue d'Espagne ,6,Rue,02386ru,6,56,BLANQUEFORT,1413725.57,4197385.21,0,Blanquefort,19920310181800,20080925154200,56.0,13899.0,693.0,14592.0,13899.0,5334.0,22.0,40.0,173.0,5569.0,,,,,,d'espagne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
84,rue,D'ESPAGNE,1154,Rue d'Espagne ,15,Rue,115415ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,d'espagne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
85,rue,D'ITALIE,0138,Rue d'Italie ,28,Rue,013828ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,d'italie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
86,pce,D'ITALIE,0425,Place d'Italie ,6,Place,04256pl,6,56,BLANQUEFORT,1413725.57,4197385.21,0,Blanquefort,19920310181800,20080925154200,56.0,13899.0,693.0,14592.0,13899.0,5334.0,22.0,40.0,173.0,5569.0,,,,,,d'italie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
87,rue,D'ITALIE,1699,Rue d'Italie ,15,Rue,169915ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,d'italie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
88,rue,DE BELGIQUE,0031,Rue de Belgique ,28,Rue,003128ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,belgique,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
89,rue,DE BELGIQUE,0078,Rue de Belgique ,6,Rue,00786ru,6,56,BLANQUEFORT,1413725.57,4197385.21,0,Blanquefort,19920310181800,20080925154200,56.0,13899.0,693.0,14592.0,13899.0,5334.0,22.0,40.0,173.0,5569.0,,,,,,belgique,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
90,rue,LA BELGIQUE,0227,Rue la Belgique ,4,Rue,02274ru,4,519,LE TAILLANMEDOC,1407898.05,4197000.86,0,Le Taillan-Médoc,19920310181800,20080925154544,519.0,7884.0,0.0,7884.0,7884.0,2738.0,14.0,11.0,63.0,2826.0,,,,,,belgique,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
91,rue,DE BELGIQUE,0790,Rue de Belgique ,18,Rue,079018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0790,Bordeaux sud,RUE DE BELGIQUE,rue,079018ru,belgique,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
92,rue,D'ALLEMAGNE,0011,Rue d'Allemagne ,28,Rue,001128ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,d'allemagne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
93,all,DES VOSGES,0321,Allée des Vosges ,28,Allée,032128al,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,vosges,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
94,rue,DES VOSGES,2804,Rue des Vosges ,16,Rue,280416ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,vosges,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
95,all,DU POITOU,0267,Allée du Poitou ,28,Allée,026728al,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,poitou,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
96,ave,DU POITOU,2767,Avenue du Poitou ,15,Avenue,276715av,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,poitou,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
97,rue,D'ALSACE,0012,Rue d'Alsace ,28,Rue,001228ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,d'alsace,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
98,rue,D'ALSACE,0080,Rue d'Alsace ,21,Rue,008021ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,d'alsace,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
99,all,D'ALSACE,0133,Allée d'Alsace ,15,Allée,013315al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,d'alsace,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
100,rue,D'ALSACE,0118,Rue d'Alsace ,16,Rue,011816ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,d'alsace,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
101,rue,DE LORRAINE,0185,Rue de Lorraine ,28,Rue,018528ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,lorraine,,lorraine,F,15.0,15.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,F,,Inconnu,,Inconnu
102,rue,DE LORRAINE,0585,Rue de Lorraine ,6,Rue,05856ru,6,56,BLANQUEFORT,1413725.57,4197385.21,0,Blanquefort,19920310181800,20080925154200,56.0,13899.0,693.0,14592.0,13899.0,5334.0,22.0,40.0,173.0,5569.0,,,,,,lorraine,,lorraine,F,15.0,15.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,F,,Inconnu,,Inconnu
103,rue,DE LORRAINE,1660,Rue de Lorraine ,21,Rue,166021ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,lorraine,,lorraine,F,15.0,15.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,F,,Inconnu,,Inconnu
104,all,DE LORRAINE,2072,Allée de Lorraine ,15,Allée,207215al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,lorraine,,lorraine,F,15.0,15.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,F,,Inconnu,,Inconnu
105,rue,DE LORRAINE,1725,Rue de Lorraine ,16,Rue,172516ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,lorraine,,lorraine,F,15.0,15.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,F,,Inconnu,,Inconnu
106,rue,DE NORMANDIE,0246,Rue de Normandie ,28,Rue,024628ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,normandie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
107,all,DE NORMANDIE,2376,Allée de Normandie ,15,Allée,237615al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,normandie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
108,rue,DE NORMANDIE,2168,Rue de Normandie ,16,Rue,216816ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,normandie,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
109,rue,DE LA CASCADE,0048,Rue de la Cascade ,28,Rue,004828ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,cascade,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
110,rue,DES VENDANGEURS,5025,Rue des Vendangeurs ,28,Rue,502528ru,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,vendangeurs,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
111,all,DES SPORTS,0289,Allée des Sports ,28,Allée,028928al,28,13,ARTIGUESPRESBORDEAUX,1423119.0,4191118.86,0,Artigues-Près-Bordeaux,19920310181800,20091013130900,13.0,5983.0,91.0,6074.0,5984.0,1969.0,7.0,11.0,41.0,2028.0,,,,,,sports,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
112,rue,DES SPORTS,0673,Rue des Sports ,11,Rue,067311ru,11,249,LORMONT,1420925.07,4192429.8,0,Lormont,19920310181800,20080925154420,249.0,21340.0,245.0,21585.0,21340.0,8267.0,23.0,30.0,325.0,8645.0,,,,,,sports,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
113,rue,DES SPORTS,2490,Rue des Sports ,21,Rue,249021ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,sports,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
114,ave,DES SPORTS,0551,Avenue des Sports ,2,Avenue,05512av,2,312,PAREMPUYRE,1416343.28,4200747.84,0,Parempuyre,19920310181800,20080925154440,312.0,6613.0,0.0,6613.0,6613.0,2141.0,9.0,7.0,36.0,2193.0,,,,,,sports,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
