,type,street_simple,code_riv,street_full,code_commune,type_full,code_riv_commune,COM_code_commune,COM_code_ilot,COM_nom_commune_maj,COM_abscisse,COM_ordonne,COM_orientation,COM_nom_commune,COM_date_creation,COM_date_modifiction,ILOT_code_ilot_normalise,ILOT_pop_municipale,ILOT_pop_compté_a_part,ILOT_pop_totale,ILOT_pop_sans_double_compte,ILOT_nbr_residence_prin,ILOT_nbr_residence_secon,ILOT_NB_LOG_O,ILOT_nbr_logement_vancant,ILOT_nbr_logement_total,QUAR_code_rivoli,QUAR_nom_quartier,QUAR_nom_voie,QUAR_type,QUAR_code_rivoli_commune,nom_street_1,nom_street_2,prenoms_join_1,sexe_join_1,nombre_prenoms_sexe_join_1,nombre_prenoms_join_1,proportion_join_1,prenoms_join_2,sexe_join_2,nombre_prenoms_sexe_join_2,nombre_prenoms_join_2,proportion_join_2,title_name_1,title_genre_1,title_name_2,title_genre_2,title_coef,street_genre,perso_nom_1,perso_genre_1,perso_nom_2,perso_genre_2
8012,rue,EMILE LARRIEU,0203,Rue Emile Larrieu ,27,Rue,020327ru,27,3,AMBARESETLAGRAVE,1422226.17,4200430.36,0,Ambarès-et-Lagrave,19920310181800,20080925154032,3.0,11201.0,153.0,11354.0,11205.0,4052.0,34.0,9.0,211.0,4306.0,,,,,,emile,larrieu,emile,M,461.0,461.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8013,pce,AMEDEE LARRIEU,0220,Place Amédée Larrieu ,18,Place,022018pl,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0220,Saint Augustin Tauzin Alphonse Dupeux,PLACE AMEDEE LARRIEU,place,022018pl,amedee,larrieu,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
8014,rue,JEAN RACINE,6640,Rue Jean Racine ,14,Rue,664014ru,14,192,GRADIGNAN,1412269.47,4180306.34,0,Gradignan,19920310181800,20080925154356,192.0,21533.0,1040.0,22573.0,22191.0,9199.0,62.0,136.0,416.0,9813.0,,,,,,jean,racine,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,racine,M
8015,rue,JEAN RACINE,1445,Rue Jean Racine ,21,Rue,144521ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,jean,racine,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,racine,M
8016,rue,JEAN RACINE,1830,Rue Jean Racine ,15,Rue,183015ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,jean,racine,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,racine,M
8017,rue,JEAN RACINE,1507,Rue Jean Racine ,16,Rue,150716ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,jean,racine,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,racine,M
8018,all,JEAN BERTRAND,1920451,Allée Jean Bertrand,14,Allée,192045114al,14,192,GRADIGNAN,1412269.47,4180306.34,0,Gradignan,19920310181800,20080925154356,192.0,21533.0,1040.0,22573.0,22191.0,9199.0,62.0,136.0,416.0,9813.0,,,,,,jean,bertrand,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8019,imp,VEUVE BERTRAND CROCQ,2775,Impasse Veuve Bertrand Crocq ,16,Impasse,277516im,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,veuve,bertrand,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
8020,rue,JEAN BROUILLON,0840,Rue Jean Brouillon ,23,Rue,084023ru,23,69,LE BOUSCAT,1414160.57,4191121.81,0,Le Bouscat,19920310181800,20080925154240,69.0,22455.0,0.0,22455.0,22455.0,10315.0,82.0,117.0,701.0,11215.0,,,,,,jean,brouillon,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8021,rue,JEAN NOGUES,0880,Rue Jean Nogues ,23,Rue,088023ru,23,69,LE BOUSCAT,1414160.57,4191121.81,0,Le Bouscat,19920310181800,20080925154240,69.0,22455.0,0.0,22455.0,22455.0,10315.0,82.0,117.0,701.0,11215.0,,,,,,jean,nogues,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8022,all,JEAN CASTEJA,0837,Allée Jean Casteja ,23,Allée,083723al,23,69,LE BOUSCAT,1414160.57,4191121.81,0,Le Bouscat,19920310181800,20080925154240,69.0,22455.0,0.0,22455.0,22455.0,10315.0,82.0,117.0,701.0,11215.0,,,,,,jean,casteja,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8023,pce,JEAN DENNERY,5011,Place Jean Dennery ,23,Place,501123pl,23,69,LE BOUSCAT,1414160.57,4191121.81,0,Le Bouscat,19920310181800,20080925154240,69.0,22455.0,0.0,22455.0,22455.0,10315.0,82.0,117.0,701.0,11215.0,,,,,,jean,dennery,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8024,ave,JEAN CAPDEBOSCQ,0463,Avenue Jean Capdeboscq ,3,Avenue,04633av,3,96,CARBONBLANC,1423406.23,4195318.53,0,Carbon-Blanc,19920310181800,20080925154304,96.0,6620.0,0.0,6620.0,6620.0,2567.0,17.0,13.0,62.0,2659.0,,,,,,jean,capdeboscq,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8025,all,JEAN LAMOTHE,0480,Allée Jean Lamothe ,3,Allée,04803al,3,96,CARBONBLANC,1423406.23,4195318.53,0,Carbon-Blanc,19920310181800,20080925154304,96.0,6620.0,0.0,6620.0,6620.0,2567.0,17.0,13.0,62.0,2659.0,,,,,,jean,lamothe,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8026,chem,DE JEAN D'ARSAC,0405,Chemin de Jean d'Arsac ,4,Chemin,04054ch,4,519,LE TAILLANMEDOC,1407898.05,4197000.86,0,Le Taillan-Médoc,19920310181800,20080925154544,519.0,7884.0,0.0,7884.0,7884.0,2738.0,14.0,11.0,63.0,2826.0,,,,,,jean,d'arsac,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8027,rue,JEAN ROGER-DUCASSE,0412,Rue Jean Roger-Ducasse ,4,Rue,04124ru,4,519,LE TAILLANMEDOC,1407898.05,4197000.86,0,Le Taillan-Médoc,19920310181800,20080925154544,519.0,7884.0,0.0,7884.0,7884.0,2738.0,14.0,11.0,63.0,2826.0,,,,,,jean,roger-ducasse,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8028,all,JEAN DESCAT,0409,Allée Jean Descat ,4,Allée,04094al,4,519,LE TAILLANMEDOC,1407898.05,4197000.86,0,Le Taillan-Médoc,19920310181800,20080925154544,519.0,7884.0,0.0,7884.0,7884.0,2738.0,14.0,11.0,63.0,2826.0,,,,,,jean,descat,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8029,rue,JEAN LARREY,0957,Rue Jean Larrey ,9,Rue,09579ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,larrey,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8030,ave,JEAN LASSAUGUETTE,0962,Avenue Jean Lassauguette ,9,Avenue,09629av,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,lassauguette,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8031,rue,JEAN SAINT-MARC,0977,Rue Jean Saint-Marc ,9,Rue,09779ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,saint-marc,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8032,rue,JEAN ARLAUD,0905,Rue Jean Arlaud ,9,Rue,09059ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,arlaud,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8033,rue,JEAN ORTEIG,0969,Rue Jean Orteig ,9,Rue,09699ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,orteig,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8034,rue,JEAN D'USSEL,0983,Rue Jean d'Ussel ,9,Rue,09839ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,d'ussel,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8035,rue,JEAN BAZILLAC,0907,Rue Jean Bazillac ,9,Rue,09079ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,bazillac,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8036,rue,JEAN DUPAS,0917,Rue Jean Dupas ,9,Rue,09179ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,dupas,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8037,rue,JEAN DUPAS,4612,Rue Jean Dupas ,18,Rue,461218ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4612,Bastide,RUE JEAN DUPAS,rue,461218ru,jean,dupas,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8038,rue,JEAN GABIN,0922,Rue Jean Gabin ,9,Rue,09229ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,gabin,jean,M,964.0,964.0,1.0,gabin,M,1136.0,1136.0,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8039,rue,JEAN GABIN,0727,Rue Jean Gabin ,13,Rue,072713ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,gabin,jean,M,964.0,964.0,1.0,gabin,M,1136.0,1136.0,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8040,all,JEAN GABIN,1788,Allée Jean Gabin ,15,Allée,178815al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,jean,gabin,jean,M,964.0,964.0,1.0,gabin,M,1136.0,1136.0,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8041,rue,JEAN GARATAIN,0927,Rue Jean Garatain ,9,Rue,09279ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,garatain,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8042,rue,JEAN GIRAUDOUX,0937,Rue Jean Giraudoux ,9,Rue,09379ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,giraudoux,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8043,rue,JEAN GIRAUDOUX,0645,Rue Jean Giraudoux ,17,Rue,064517ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,jean,giraudoux,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8044,all,JEAN GIRAUDOUX,1790,Allée Jean Giraudoux ,15,Allée,179015al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,jean,giraudoux,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8045,rue,JEAN GIRAUDOUX,1465,Rue Jean Giraudoux ,16,Rue,146516ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,jean,giraudoux,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8046,rue,JEAN GRAUX,0942,Rue Jean Graux ,9,Rue,09429ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,graux,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8047,rue,JEAN ERNEST HOURNEAU,0893,Rue Jean Ernest Hourneau ,9,Rue,08939ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,ernest,jean,M,964.0,964.0,1.0,ernest,M,90.0,90.0,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8048,ave,JEAN ALFONSEA,0904,Avenue Jean Alfonsea ,9,Avenue,09049av,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,alfonsea,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8049,rue,JEAN D'ASTORG,1477,Rue Jean d'Astorg ,9,Rue,14779ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,jean,d'astorg,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8050,rue,JEAN IRIQUIN,1410,Rue Jean Iriquin ,21,Rue,141021ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,jean,iriquin,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8051,imp,JEAN MARZAT,1437,Impasse Jean Marzat ,21,Impasse,143721im,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,jean,marzat,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8052,rue,JEAN ZUBIETA,1450,Rue Jean Zubieta ,21,Rue,145021ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,jean,zubieta,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8053,rue,JEAN METTE,1440,Rue Jean Mette ,21,Rue,144021ru,21,522,TALENCE,1415028.63,4184582.36,0,Talence,19920310181800,20080925154556,522.0,37176.0,754.0,37930.0,37207.0,18811.0,103.0,287.0,1596.0,20797.0,,,,,,jean,mette,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8054,pce,JEAN METTE,1805,Place Jean Mette ,15,Place,180515pl,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,jean,mette,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8055,rue,JEAN CARREYRE,1211,Rue Jean Carreyre ,19,Rue,121119ru,19,119,CENON,1420563.36,4190043.75,0,Cenon,19920310181800,20080925154316,119.0,21282.0,131.0,21413.0,21282.0,8721.0,24.0,59.0,388.0,9192.0,,,,,,jean,carreyre,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8056,rue,JEAN ROSPIDE,1242,Rue Jean Rospide ,19,Rue,124219ru,19,119,CENON,1420563.36,4190043.75,0,Cenon,19920310181800,20080925154316,119.0,21282.0,131.0,21413.0,21282.0,8721.0,24.0,59.0,388.0,9192.0,,,,,,jean,rospide,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8057,all,JEAN CHAPTAL,1213,Allée Jean Chaptal ,19,Allée,121319al,19,119,CENON,1420563.36,4190043.75,0,Cenon,19920310181800,20080925154316,119.0,21282.0,131.0,21413.0,21282.0,8721.0,24.0,59.0,388.0,9192.0,,,,,,jean,chaptal,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8058,imp,JEAN LAHARY,0324,Impasse Jean Lahary ,24,Impasse,032424im,24,162,EYSINES,1410803.23,4193110.77,0,Eysines,19920310181800,20080925154332,162.0,18401.0,193.0,18594.0,18405.0,6995.0,37.0,20.0,182.0,7234.0,,,,,,jean,lahary,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8059,rue,JEAN LAHARY,0325,Rue Jean Lahary ,24,Rue,032524ru,24,162,EYSINES,1410803.23,4193110.77,0,Eysines,19920310181800,20080925154332,162.0,18401.0,193.0,18594.0,18405.0,6995.0,37.0,20.0,182.0,7234.0,,,,,,jean,lahary,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8060,rue,JEAN TOUGNE,0332,Rue Jean Tougne ,24,Rue,033224ru,24,162,EYSINES,1410803.23,4193110.77,0,Eysines,19920310181800,20080925154332,162.0,18401.0,193.0,18594.0,18405.0,6995.0,37.0,20.0,182.0,7234.0,,,,,,jean,tougne,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8061,rue,JEAN SABOURAIN,0480,Rue Jean Sabourain ,26,Rue,048026ru,26,434,SAINTLOUISDEMONTFERRAND,1420910.0,4203059.5,0,Saint-Louis-de-Montferrand,19920310181800,20080925154512,434.0,1864.0,0.0,1864.0,1864.0,625.0,2.0,0.0,50.0,677.0,,,,,,jean,sabourain,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8062,rue,JEAN BERHA,0638,Rue Jean Berha ,17,Rue,063817ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,jean,berha,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8063,rue,JEAN FRAGONARD,0641,Rue Jean Fragonard ,17,Rue,064117ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,jean,fragonard,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8064,rue,JEAN FRAGONARD,0391,Rue Jean Fragonard ,13,Rue,039113ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,fragonard,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8065,ave,JEAN FRAGONARD,1467,Avenue Jean Fragonard ,16,Avenue,146716av,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,jean,fragonard,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8066,rue,JEAN GOUJON,0646,Rue Jean Goujon ,17,Rue,064617ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,jean,goujon,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8067,rue,JEAN NICOT,0653,Rue Jean Nicot ,17,Rue,065317ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,jean,nicot,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8068,rue,JEAN RICHEPIN,0656,Rue Jean Richepin ,17,Rue,065617ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,jean,richepin,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8069,rue,JEAN RICHEPIN CAUD,4685,Rue Jean Richepin  ,18,Rue,468518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4685,Caudéran,RUE JEAN RICHEPIN,rue,468518ru,jean,richepin,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8070,all,JEAN RICHEPIN,1506,Allée Jean Richepin ,16,Allée,150616al,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,jean,richepin,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8071,all,JEAN JOSSOMME,2560,Allée Jean Jossomme ,17,Allée,256017al,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,jean,jossomme,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8072,rue,JEAN VALMY BAYSSE,0660,Rue Jean Valmy Baysse ,17,Rue,066017ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,jean,valmy,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8073,rue,JEAN ARTUS,4549,Rue Jean Artus ,18,Rue,454918ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4549,Chartrons Grand-Parc Jardin Public,RUE JEAN ARTUS,rue,454918ru,jean,artus,jean,M,964.0,964.0,1.0,artus,M,42.0,42.0,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8074,rue,JEAN BART,4565,Rue Jean Bart ,18,Rue,456518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4565,Bordeaux maritime,RUE JEAN BART,rue,456518ru,jean,bart,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
